REPORT DATE,Regione,Ricoverati con sintomi,Terapia intensiva,Totale attualmente positivi,DECEDUTI,Isolamento domiciliare,CASI TOTALI - A,Totale tamponi effettuati,SCHEMA VERSION
2020-07-13,Marche,4,0,159,987,155,6804,149515,v1
2020-07-13,Liguria,24,0,218,1559,194,10032,163409,v1
2020-07-13,Toscana,7,3,335,1122,325,10326,372853,v1
2020-07-13,Veneto,22,3,412,2039,387,19401,1069923,v1
2020-07-13,Emilia-Romagna,93,9,1193,4269,1091,28958,549870,v1
2020-07-13,Piemonte,180,9,1053,4112,864,31504,450251,v1
2020-07-13,Campania,16,0,253,432,237,4779,303419,v1
2020-07-13,Basilicata,3,0,5,27,2,406,42563,v1
2020-07-13,PA Trento,2,0,26,405,24,4881,134529,v1
2020-07-13,Lazio,191,11,892,845,690,8338,370462,v1
2020-07-14,Sardegna,4,0,10,134,6,1374,94052,v1
2020-07-14,Umbria,4,0,8,80,4,1450,107301,v1
2020-07-14,Valle d'Aosta,3,0,4,146,1,1196,19707,v1
2020-07-14,PA Bolzano,6,0,95,292,89,2674,92044,v1
2020-07-14,Abruzzo,19,0,121,467,102,3328,115444,v1
2020-07-14,Friuli Venezia Giulia,4,0,86,345,82,3338,214706,v1
2020-07-14,Molise,1,0,9,23,8,446,24875,v1
2020-07-14,Sicilia,4,0,137,283,133,3115,238702,v1
2020-07-14,Calabria,5,0,57,97,52,1216,106176,v1
2020-07-14,Puglia,10,0,68,547,58,4541,204917,v1
2020-07-14,PA Trento,2,0,26,405,24,4881,134858,v1
2020-07-14,Lombardia,176,27,7952,16760,7749,95173,1155050,v1
2020-07-14,Lazio,188,10,894,846,696,8356,373026,v1
2020-07-14,Basilicata,3,0,5,27,2,406,42851,v1
2020-07-14,Campania,16,1,252,432,235,4779,304517,v1
2020-07-14,Toscana,8,2,311,1125,301,10330,375745,v1
2020-07-14,Emilia-Romagna,93,9,1189,4271,1087,28971,554781,v1
2020-07-14,Veneto,29,2,427,2041,396,19420,1076719,v1
2020-07-14,Liguria,23,0,194,1561,171,10038,164739,v1
2020-07-14,Marche,4,0,160,987,156,6805,150309,v1
2020-07-14,Piemonte,175,9,914,4115,730,31507,454092,v1
2020-07-15,Friuli Venezia Giulia,5,0,93,345,88,3339,217376,v1
2020-07-15,Abruzzo,17,0,124,467,107,3331,116253,v1
2020-07-15,Sicilia,4,0,137,283,133,3115,240742,v1
2020-07-15,Valle d'Aosta,1,0,2,146,1,1196,19824,v1
2020-07-15,Umbria,5,0,10,80,5,1452,108430,v1
2020-07-15,Sardegna,4,0,12,134,8,1376,95175,v1
2020-07-15,Calabria,5,0,59,97,54,1218,106955,v1
2020-07-15,Molise,1,0,9,23,8,446,25037,v1
2020-07-15,PA Trento,1,0,24,405,23,4881,135996,v1
2020-07-15,Lombardia,177,23,7535,16765,7335,95236,1165476,v1
2020-07-15,Marche,3,1,157,987,153,6805,151628,v1
2020-07-15,Liguria,24,0,196,1561,172,10042,166213,v1
2020-07-15,Veneto,30,2,438,2043,406,19441,1083811,v1
2020-07-15,Emilia-Romagna,88,9,1170,4271,1073,28989,558766,v1
2020-07-15,Piemonte,163,8,887,4118,716,31515,456932,v1
2020-07-15,Campania,51,1,259,432,207,4787,306363,v1
2020-07-15,Basilicata,3,0,5,27,2,405,43107,v1
2020-07-15,Lazio,190,10,898,847,698,8376,375364,v1
2020-07-15,Puglia,10,0,68,547,58,4541,207413,v1
2020-07-15,Toscana,9,3,313,1127,301,10338,379196,v1
2020-07-15,PA Bolzano,6,0,97,292,91,2677,93003,v1
2020-07-16,Campania,23,1,262,432,238,4791,307585,v1
2020-07-16,Basilicata,3,0,5,27,2,405,43400,v1
2020-07-16,PA Bolzano,6,0,100,292,94,2678,93770,v1
2020-07-16,Molise,1,0,9,23,8,446,25218,v1
2020-07-16,Friuli Venezia Giulia,7,0,97,345,90,3343,219943,v1
2020-07-16,Abruzzo,17,0,120,468,103,3333,117027,v1
2020-07-16,Sicilia,6,0,154,283,148,3132,243037,v1
2020-07-16,Puglia,11,0,68,548,57,4542,210124,v1
2020-07-16,Umbria,5,0,10,80,5,1452,109277,v1
2020-07-16,Sardegna,4,0,11,134,7,1377,95982,v1
2020-07-16,Lombardia,164,23,7509,16775,7322,95316,1176203,v1
2020-07-16,Valle d'Aosta,1,0,2,146,1,1196,19915,v1
2020-07-16,Calabria,5,0,65,97,60,1226,107852,v1
2020-07-16,Lazio,175,9,850,848,666,8385,377936,v1
2020-07-16,Veneto,31,2,455,2047,422,19470,1092693,v1
2020-07-16,Toscana,12,2,315,1127,301,10350,382160,v1
2020-07-16,Piemonte,159,6,868,4118,703,31522,460019,v1
2020-07-16,Marche,3,1,156,987,152,6806,152848,v1
2020-07-16,Emilia-Romagna,88,9,1198,4271,1101,29035,563225,v1
2020-07-16,PA Trento,1,0,18,405,17,4881,137601,v1
2020-07-16,Liguria,28,0,201,1564,173,10050,167677,v1
2020-07-17,Abruzzo,17,0,119,468,102,3334,117780,v1
2020-07-17,Lombardia,159,22,7421,16778,7240,95371,1186114,v1
2020-07-17,PA Trento,0,0,16,405,16,4881,138920,v1
2020-07-17,Calabria,6,0,69,97,63,1231,108711,v1
2020-07-17,Sardegna,5,0,10,134,5,1377,97058,v1
2020-07-17,Umbria,6,0,12,80,6,1454,110114,v1
2020-07-17,PA Bolzano,6,0,101,292,95,2682,94576,v1
2020-07-17,Sicilia,9,0,158,283,149,3136,245437,v1
2020-07-17,Friuli Venezia Giulia,7,0,96,345,89,3346,222778,v1
2020-07-17,Molise,1,0,8,23,7,446,25381,v1
2020-07-17,Valle d'Aosta,2,0,2,146,0,1196,20023,v1
2020-07-17,Lazio,175,9,852,849,668,8399,381039,v1
2020-07-17,Campania,49,1,272,433,222,4803,309290,v1
2020-07-17,Piemonte,150,6,856,4119,700,31530,462863,v1
2020-07-17,Emilia-Romagna,87,8,1228,4273,1133,29087,568779,v1
2020-07-17,Basilicata,3,0,5,27,2,405,43697,v1
2020-07-17,Toscana,12,1,318,1129,305,10356,384826,v1
2020-07-17,Liguria,29,0,186,1565,157,10052,169186,v1
2020-07-17,Marche,3,1,155,987,151,6809,153879,v1
2020-07-17,Puglia,12,0,70,548,58,4547,211843,v1
2020-07-17,Veneto,33,2,502,2047,467,19525,1101965,v1
2020-07-18,Sardegna,7,0,11,134,4,1378,97807,v1
2020-07-18,PA Bolzano,6,0,101,292,95,2683,95499,v1
2020-07-18,Molise,1,0,8,23,7,446,25586,v1
2020-07-18,Friuli Venezia Giulia,7,0,99,345,92,3350,224856,v1
2020-07-18,Abruzzo,15,0,117,468,102,3335,118745,v1
2020-07-18,Sicilia,14,0,162,283,148,3140,247379,v1
2020-07-18,PA Trento,0,0,19,405,19,4884,140283,v1
2020-07-18,Umbria,6,0,14,80,8,1456,111045,v1
2020-07-18,Calabria,5,0,75,97,70,1238,109655,v1
2020-07-18,Lombardia,149,22,7255,16788,7084,95459,1195168,v1
2020-07-18,Valle d'Aosta,2,0,2,146,0,1196,20104,v1
2020-07-18,Toscana,12,1,314,1129,301,10358,387885,v1
2020-07-18,Veneto,33,2,525,2049,490,19559,1111097,v1
2020-07-18,Lazio,174,9,866,850,683,8419,384054,v1
2020-07-18,Piemonte,150,6,847,4119,691,31533,465526,v1
2020-07-18,Liguria,28,0,200,1565,172,10070,170650,v1
2020-07-18,Basilicata,3,0,5,27,2,405,44020,v1
2020-07-18,Emilia-Romagna,85,8,1234,4274,1141,29127,573554,v1
2020-07-18,Marche,2,1,155,987,152,6812,154887,v1
2020-07-18,Puglia,14,0,72,548,58,4550,213873,v1
2020-07-18,Campania,44,1,287,433,242,4818,310851,v1
2020-07-19,Sicilia,11,1,162,283,150,3142,248851,v1
2020-07-19,Puglia,14,0,79,548,65,4557,215649,v1
2020-07-19,Lombardia,148,22,7240,16788,7070,95492,1202207,v1
2020-07-19,Valle d'Aosta,2,0,3,146,1,1196,20190,v1
2020-07-19,Calabria,4,0,72,97,68,1239,110485,v1
2020-07-19,Sardegna,7,0,12,134,5,1379,98250,v1
2020-07-19,Umbria,6,0,12,80,6,1456,111772,v1
2020-07-19,PA Bolzano,6,0,101,292,95,2684,96130,v1
2020-07-19,Abruzzo,14,0,117,468,103,3336,119504,v1
2020-07-19,Molise,1,0,8,23,7,446,25677,v1
2020-07-19,Friuli Venezia Giulia,7,0,96,345,89,3352,226187,v1
2020-07-19,Marche,2,1,150,987,147,6811,155851,v1
2020-07-19,Campania,34,0,294,433,260,4827,312260,v1
2020-07-19,Piemonte,152,6,837,4119,679,31536,467185,v1
2020-07-19,Emilia-Romagna,81,8,1266,4274,1177,29178,576284,v1
2020-07-19,Basilicata,2,0,7,28,5,408,44020,v1
2020-07-19,Toscana,12,0,325,1129,313,10374,390676,v1
2020-07-19,Liguria,27,0,204,1565,177,10093,171613,v1
2020-07-19,Lazio,180,9,872,851,683,8436,387113,v1
2020-07-19,PA Trento,0,0,16,405,16,4885,140877,v1
2020-07-19,Veneto,33,2,567,2050,532,19607,1117268,v1
2020-07-20,Sardegna,7,0,12,134,5,1379,98802,v1
2020-07-20,PA Bolzano,6,0,100,292,94,2684,96471,v1
2020-07-20,Molise,1,0,8,23,7,446,25745,v1
2020-07-20,Friuli Venezia Giulia,7,0,99,345,92,3356,227019,v1
2020-07-20,Abruzzo,13,0,121,468,108,3342,119651,v1
2020-07-20,Sicilia,10,2,157,283,145,3144,249824,v1
2020-07-20,PA Trento,1,0,20,405,19,4889,141389,v1
2020-07-20,Umbria,6,0,12,80,6,1456,111968,v1
2020-07-20,Calabria,3,0,71,97,68,1239,110657,v1
2020-07-20,Liguria,28,0,185,1565,157,10105,172251,v1
2020-07-20,Lombardia,151,21,7141,16796,6969,95548,1206495,v1
2020-07-20,Valle d'Aosta,1,0,1,146,0,1196,20270,v1
2020-07-20,Veneto,35,2,609,2050,572,19649,1123386,v1
2020-07-20,Lazio,175,9,885,851,701,8450,389441,v1
2020-07-20,Piemonte,150,6,833,4120,677,31537,468990,v1
2020-07-20,Toscana,10,0,324,1130,314,10375,391998,v1
2020-07-20,Basilicata,2,0,7,28,5,408,44271,v1
2020-07-20,Emilia-Romagna,91,6,1298,4277,1201,29220,578586,v1
2020-07-20,Marche,2,1,146,987,143,6811,156150,v1
2020-07-20,Puglia,14,0,79,548,65,4557,216402,v1
2020-07-20,Campania,32,0,296,433,264,4833,312536,v1
2020-07-21,Sardegna,7,0,12,134,5,1379,99476,v1
2020-07-21,PA Bolzano,6,0,99,292,93,2685,96840,v1
2020-07-21,Molise,1,0,8,23,7,446,25908,v1
2020-07-21,Friuli Venezia Giulia,7,0,99,345,92,3358,229633,v1
2020-07-21,Abruzzo,12,0,116,470,104,3344,120227,v1
2020-07-21,Sicilia,10,2,157,283,145,3146,252477,v1
2020-07-21,PA Trento,1,0,22,405,21,4891,141824,v1
2020-07-21,Umbria,6,0,14,80,8,1459,113086,v1
2020-07-21,Calabria,3,0,71,97,68,1239,111600,v1
2020-07-21,Valle d'Aosta,1,0,1,146,0,1196,20380,v1
2020-07-21,Puglia,11,0,60,548,49,4556,218910,v1
2020-07-21,Basilicata,2,0,7,28,5,408,44528,v1
2020-07-21,Piemonte,144,6,813,4123,663,31545,472296,v1
2020-07-21,Emilia-Romagna,85,6,1297,4279,1206,29238,583968,v1
2020-07-21,Veneto,35,2,624,2053,587,19671,1130514,v1
2020-07-21,Campania,33,1,297,434,263,4839,314126,v1
2020-07-21,Lazio,175,9,881,853,697,8456,391123,v1
2020-07-21,Marche,2,1,144,987,141,6813,157262,v1
2020-07-21,Liguria,29,0,190,1565,161,10117,173705,v1
2020-07-21,Lombardia,151,21,7010,16797,6838,95582,1212468,v1
2020-07-21,Toscana,11,1,326,1131,314,10384,395061,v1
2020-07-22,Valle d'Aosta,1,0,1,146,0,1196,20539,v1
2020-07-22,Umbria,6,0,16,80,10,1461,114155,v1
2020-07-22,Abruzzo,8,1,109,470,100,3342,120967,v1
2020-07-22,Sicilia,10,3,161,283,148,3153,255152,v1
2020-07-22,PA Bolzano,6,0,96,292,90,2685,97639,v1
2020-07-22,Friuli Venezia Giulia,8,0,98,345,90,3360,232099,v1
2020-07-22,Sardegna,7,0,12,134,5,1380,100140,v1
2020-07-22,Calabria,3,0,75,97,72,1243,112649,v1
2020-07-22,Puglia,11,0,56,548,45,4556,221331,v1
2020-07-22,Basilicata,2,0,43,28,41,444,44793,v1
2020-07-22,Molise,1,0,11,23,10,450,26026,v1
2020-07-22,PA Trento,2,0,41,405,39,4911,142945,v1
2020-07-22,Marche,2,1,140,987,137,6814,158397,v1
2020-07-22,Lazio,174,9,889,855,706,8472,394124,v1
2020-07-22,Liguria,31,0,195,1565,164,10124,175351,v1
2020-07-22,Toscana,12,1,332,1131,319,10390,398693,v1
2020-07-22,Veneto,35,2,643,2057,606,19707,1138626,v1
2020-07-22,Emilia-Romagna,81,7,1325,4281,1237,29295,591704,v1
2020-07-22,Piemonte,146,6,789,4123,637,31558,475380,v1
2020-07-22,Lombardia,149,17,6975,16798,6809,95633,1217829,v1
2020-07-22,Campania,29,1,315,434,285,4858,316191,v1
2020-07-23,Umbria,6,0,17,80,11,1463,115059,v1
2020-07-23,Sardegna,7,0,14,134,7,1382,101231,v1
2020-07-23,Calabria,3,0,77,97,74,1245,113791,v1
2020-07-23,Friuli Venezia Giulia,7,1,97,345,89,3363,234588,v1
2020-07-23,Lombardia,139,17,6941,16801,6785,95715,1232915,v1
2020-07-23,Puglia,11,0,64,548,53,4565,223789,v1
2020-07-23,PA Bolzano,6,0,89,292,83,2686,98178,v1
2020-07-23,Valle d'Aosta,1,0,1,146,0,1196,20668,v1
2020-07-23,Sicilia,10,3,163,283,150,3158,257971,v1
2020-07-23,Lazio,180,9,907,856,718,8498,397055,v1
2020-07-23,Molise,0,0,17,23,17,459,26334,v1
2020-07-23,Abruzzo,8,2,115,470,105,3352,122303,v1
2020-07-23,Basilicata,2,0,46,28,44,447,45091,v1
2020-07-23,Piemonte,144,6,785,4123,635,31567,478882,v1
2020-07-23,Emilia-Romagna,79,6,1350,4281,1265,29350,597289,v1
2020-07-23,Campania,35,1,329,434,293,4874,318303,v1
2020-07-23,Toscana,14,1,328,1131,313,10394,401479,v1
2020-07-23,Liguria,29,0,199,1566,170,10139,177278,v1
2020-07-23,Marche,2,1,137,987,134,6815,159476,v1
2020-07-23,Veneto,28,2,657,2062,627,19729,1149084,v1
2020-07-23,PA Trento,2,0,71,405,69,4941,144277,v1
2020-07-24,Umbria,7,0,19,80,12,1465,115741,v1
2020-07-24,Molise,0,0,18,23,18,460,26589,v1
2020-07-24,Friuli Venezia Giulia,9,2,98,345,87,3368,237371,v1
2020-07-24,Abruzzo,11,2,113,470,100,3356,123200,v1
2020-07-24,Sicilia,11,2,170,283,157,3166,259946,v1
2020-07-24,Lombardia,144,17,6759,16801,6598,95768,1242775,v1
2020-07-24,Calabria,3,0,78,97,75,1246,114770,v1
2020-07-24,Valle d'Aosta,1,0,1,146,0,1196,20745,v1
2020-07-24,PA Trento,2,0,87,405,85,4957,145952,v1
2020-07-24,Sardegna,7,0,16,134,9,1385,101985,v1
2020-07-24,PA Bolzano,6,0,83,292,77,2687,99351,v1
2020-07-24,Veneto,30,2,685,2063,653,19759,1161454,v1
2020-07-24,Puglia,11,0,67,549,56,4578,225690,v1
2020-07-24,Toscana,14,0,335,1131,321,10405,404349,v1
2020-07-24,Lazio,184,9,916,857,723,8516,399130,v1
2020-07-24,Piemonte,147,5,776,4123,624,31578,481626,v1
2020-07-24,Liguria,26,0,198,1566,172,10144,178615,v1
2020-07-24,Basilicata,2,0,46,28,44,447,45346,v1
2020-07-24,Emilia-Romagna,79,4,1372,4283,1289,29413,603288,v1
2020-07-24,Marche,2,1,132,987,129,6816,160592,v1
2020-07-24,Campania,17,2,332,434,313,4880,319860,v1
2020-07-25,Sardegna,6,0,19,134,13,1388,102749,v1
2020-07-25,PA Bolzano,6,0,87,292,81,2693,100311,v1
2020-07-25,Molise,0,0,21,23,21,463,26749,v1
2020-07-25,Friuli Venezia Giulia,8,2,103,345,93,3373,239572,v1
2020-07-25,Abruzzo,11,2,112,470,99,3359,123996,v1
2020-07-25,Sicilia,15,2,181,283,164,3179,262154,v1
2020-07-25,Valle d'Aosta,1,0,1,146,0,1196,20776,v1
2020-07-25,Umbria,7,0,17,80,10,1465,116596,v1
2020-07-25,Calabria,3,0,79,97,76,1247,115719,v1
2020-07-25,Piemonte,141,5,792,4125,646,31594,483764,v1
2020-07-25,Puglia,16,0,76,549,60,4586,227533,v1
2020-07-25,Lazio,186,9,928,858,733,8535,402012,v1
2020-07-25,Lombardia,148,13,6775,16801,6614,95847,1253500,v1
2020-07-25,Campania,28,2,341,434,311,4901,322294,v1
2020-07-25,Emilia-Romagna,78,4,1399,4284,1317,29461,609845,v1
2020-07-25,Basilicata,2,0,46,28,44,448,45706,v1
2020-07-25,Toscana,13,0,343,1131,330,10415,407195,v1
2020-07-25,Liguria,27,0,200,1566,173,10147,179747,v1
2020-07-25,Marche,3,1,129,987,125,6818,161615,v1
2020-07-25,PA Trento,2,0,88,405,86,4959,147418,v1
2020-07-25,Veneto,30,1,705,2064,674,19790,1170795,v1
2020-07-26,Calabria,3,0,79,97,76,1247,116590,v1
2020-07-26,Molise,1,0,22,23,21,466,26862,v1
2020-07-26,Friuli Venezia Giulia,9,2,105,345,94,3375,240424,v1
2020-07-26,Sicilia,20,2,195,283,173,3193,263662,v1
2020-07-26,Lombardia,139,13,6771,16801,6619,95921,1261557,v1
2020-07-26,Umbria,7,0,17,80,10,1465,117103,v1
2020-07-26,Sardegna,6,0,19,134,13,1388,103086,v1
2020-07-26,Valle d'Aosta,1,0,1,146,0,1196,20875,v1
2020-07-26,PA Bolzano,7,0,92,292,85,2698,101313,v1
2020-07-26,PA Trento,1,0,93,405,92,4965,148540,v1
2020-07-26,Puglia,15,0,78,550,63,4589,229423,v1
2020-07-26,Lazio,189,9,935,860,737,8554,404785,v1
2020-07-26,Basilicata,2,0,46,28,44,448,45706,v1
2020-07-26,Campania,28,4,352,434,320,4912,322997,v1
2020-07-26,Piemonte,143,5,802,4126,654,31606,486073,v1
2020-07-26,Abruzzo,13,2,112,470,97,3359,127354,v1
2020-07-26,Veneto,31,1,722,2064,690,19809,1177718,v1
2020-07-26,Toscana,13,0,355,1131,342,10430,410136,v1
2020-07-26,Liguria,29,1,203,1566,173,10150,180830,v1
2020-07-26,Marche,3,1,122,987,118,6825,162553,v1
2020-07-26,Emilia-Romagna,75,4,1444,4285,1365,29522,612985,v1
2020-07-27,PA Bolzano,7,0,94,292,87,2700,101707,v1
2020-07-27,Molise,1,0,25,23,24,469,27019,v1
2020-07-27,Friuli Venezia Giulia,8,2,112,345,102,3375,241291,v1
2020-07-27,Abruzzo,13,1,114,471,100,3368,125155,v1
2020-07-27,Sicilia,22,4,194,283,168,3196,264940,v1
2020-07-27,Valle d'Aosta,1,0,1,146,0,1196,20977,v1
2020-07-27,Sardegna,5,0,15,135,10,1386,103468,v1
2020-07-27,Calabria,3,0,78,97,75,1247,116790,v1
2020-07-27,Lombardia,137,14,6725,16801,6574,95955,1265549,v1
2020-07-27,Umbria,7,1,17,80,9,1465,117303,v1
2020-07-27,PA Trento,1,0,94,405,93,4966,148644,v1
2020-07-27,Marche,5,0,112,987,107,6827,162840,v1
2020-07-27,Liguria,29,1,210,1566,180,10174,182797,v1
2020-07-27,Toscana,13,0,363,1131,350,10438,411665,v1
2020-07-27,Veneto,31,0,734,2064,703,19825,1182530,v1
2020-07-27,Emilia-Romagna,77,4,1456,4285,1375,29555,617813,v1
2020-07-27,Piemonte,141,5,802,4127,656,31610,487189,v1
2020-07-27,Campania,29,4,365,434,332,4926,324552,v1
2020-07-27,Basilicata,2,0,47,28,45,449,45979,v1
2020-07-27,Puglia,15,0,79,551,64,4592,230475,v1
2020-07-27,Lazio,193,9,944,861,742,8567,407440,v1
2020-07-28,Calabria,3,0,83,97,80,1252,117706,v1
2020-07-28,Sardegna,5,0,21,134,16,1392,104201,v1
2020-07-28,PA Trento,1,0,94,405,93,4966,149099,v1
2020-07-28,Umbria,7,1,17,80,9,1465,118369,v1
2020-07-28,Abruzzo,14,1,107,472,92,3369,125542,v1
2020-07-28,Friuli Venezia Giulia,7,2,112,345,103,3375,243893,v1
2020-07-28,Molise,1,0,25,23,24,469,27168,v1
2020-07-28,PA Bolzano,7,0,85,292,78,2692,102095,v1
2020-07-28,Valle d'Aosta,1,0,11,146,10,1206,21176,v1
2020-07-28,Sicilia,29,2,206,283,175,3215,267962,v1
2020-07-28,Puglia,15,0,82,551,67,4596,233247,v1
2020-07-28,Lombardia,151,13,6678,16802,6514,96008,1271875,v1
2020-07-28,Lazio,194,9,942,862,739,8577,409189,v1
2020-07-28,Basilicata,2,0,47,28,45,449,46282,v1
2020-07-28,Campania,27,4,393,434,362,4955,326098,v1
2020-07-28,Toscana,13,0,363,1134,350,10441,414464,v1
2020-07-28,Emilia-Romagna,72,3,1459,4286,1384,29575,625962,v1
2020-07-28,Veneto,33,0,754,2069,721,19849,1191525,v1
2020-07-28,Liguria,27,0,209,1566,182,10177,184178,v1
2020-07-28,Marche,4,0,120,987,116,6838,163868,v1
2020-07-28,Piemonte,136,5,801,4127,660,31622,490394,v1
2020-07-29,PA Bolzano,6,1,86,292,79,2696,103004,v1
2020-07-29,Molise,1,0,26,23,25,470,27383,v1
2020-07-29,Friuli Venezia Giulia,8,2,112,345,102,3378,246256,v1
2020-07-29,Abruzzo,14,1,109,472,94,3373,126445,v1
2020-07-29,Sicilia,29,2,224,283,193,3233,271097,v1
2020-07-29,Valle d'Aosta,1,0,13,146,12,1208,21287,v1
2020-07-29,Umbria,7,1,17,80,9,1465,119259,v1
2020-07-29,Sardegna,3,0,23,134,20,1394,105003,v1
2020-07-29,Calabria,3,0,86,97,83,1255,118592,v1
2020-07-29,Campania,26,1,408,434,381,4974,327787,v1
2020-07-29,Puglia,17,0,92,551,75,4606,235701,v1
2020-07-29,Marche,5,0,130,987,125,6855,165056,v1
2020-07-29,Liguria,21,0,197,1566,176,10197,185872,v1
2020-07-29,Veneto,31,0,784,2073,753,19891,1201970,v1
2020-07-29,Emilia-Romagna,66,3,1451,4287,1382,29603,634280,v1
2020-07-29,Piemonte,124,5,801,4128,672,31636,493315,v1
2020-07-29,PA Trento,0,0,98,405,98,4970,150606,v1
2020-07-29,Basilicata,2,0,47,28,45,449,46540,v1
2020-07-29,Lazio,198,9,969,862,762,8611,412018,v1
2020-07-29,Lombardia,154,13,6563,16802,6396,96054,1280533,v1
2020-07-29,Toscana,15,0,380,1134,365,10458,418307,v1
2020-07-30,Lombardia,151,13,6035,16802,5871,96142,1291740,v1
2020-07-30,Sicilia,33,2,259,283,224,3272,274288,v1
2020-07-30,Calabria,3,1,93,97,89,1262,119710,v1
2020-07-30,Sardegna,3,0,23,134,20,1394,105701,v1
2020-07-30,Umbria,7,0,17,80,10,1465,120199,v1
2020-07-30,PA Bolzano,6,1,92,292,85,2702,104108,v1
2020-07-30,Abruzzo,14,1,106,472,91,3377,127417,v1
2020-07-30,Friuli Venezia Giulia,9,2,122,345,111,3391,249091,v1
2020-07-30,Molise,1,0,26,23,25,470,27535,v1
2020-07-30,Puglia,17,0,94,551,77,4609,238142,v1
2020-07-30,Campania,49,6,399,434,344,4990,329863,v1
2020-07-30,Valle d'Aosta,1,0,12,146,11,1208,21408,v1
2020-07-30,Liguria,21,0,196,1566,175,10210,187467,v1
2020-07-30,Toscana,17,0,389,1134,372,10469,421637,v1
2020-07-30,Veneto,31,3,891,2073,857,20003,1214358,v1
2020-07-30,Emilia-Romagna,65,4,1471,4289,1402,29634,644350,v1
2020-07-30,Piemonte,124,5,790,4128,661,31646,496601,v1
2020-07-30,PA Trento,0,0,101,405,101,4973,151105,v1
2020-07-30,Basilicata,2,0,47,28,45,449,46818,v1
2020-07-30,Lazio,188,9,937,863,740,8629,414397,v1
2020-07-30,Marche,6,0,130,987,124,6863,166234,v1
2020-07-31,Marche,6,0,147,987,141,6884,167216,v1
2020-07-31,Lazio,183,9,945,863,753,8647,416921,v1
2020-07-31,Basilicata,2,0,50,28,48,452,47200,v1
2020-07-31,Piemonte,103,5,799,4129,691,31667,499126,v1
2020-07-31,Toscana,17,0,387,1134,370,10483,424574,v1
2020-07-31,Veneto,33,3,1000,2074,964,20120,1228415,v1
2020-07-31,Emilia-Romagna,59,4,1496,4289,1433,29670,662830,v1
2020-07-31,Liguria,19,0,200,1567,181,10214,189022,v1
2020-07-31,Campania,48,6,395,435,341,4999,332836,v1
2020-07-31,Sicilia,38,2,275,283,235,3288,276773,v1
2020-07-31,Molise,1,0,27,23,26,471,27679,v1
2020-07-31,PA Trento,0,0,100,405,100,4975,153167,v1
2020-07-31,Abruzzo,13,1,111,472,97,3382,128483,v1
2020-07-31,Puglia,18,0,95,552,77,4611,240004,v1
2020-07-31,Lombardia,148,7,6011,16806,5856,96219,1300088,v1
2020-07-31,Valle d'Aosta,1,0,12,146,11,1208,21532,v1
2020-07-31,Friuli Venezia Giulia,9,2,122,345,111,3394,251621,v1
2020-07-31,Sardegna,3,0,33,134,30,1404,106345,v1
2020-07-31,Umbria,6,0,18,80,12,1466,120896,v1
2020-07-31,PA Bolzano,6,1,102,292,95,2717,105217,v1
2020-07-31,Calabria,3,1,97,97,93,1266,120668,v1
2020-08-01,Sardegna,4,0,39,134,35,1410,107039,v1
2020-08-01,Sicilia,36,3,281,283,242,3298,279516,v1
2020-08-01,Puglia,19,0,112,552,93,4631,241836,v1
2020-08-01,Friuli Venezia Giulia,8,3,129,345,118,3401,254163,v1
2020-08-01,Abruzzo,13,1,115,472,101,3387,129601,v1
2020-08-01,Marche,8,0,144,987,136,6889,167946,v1
2020-08-01,PA Bolzano,6,1,107,292,100,2725,106169,v1
2020-08-01,Umbria,7,0,24,80,17,1472,121784,v1
2020-08-01,Calabria,4,1,97,97,92,1269,121803,v1
2020-08-01,Campania,39,3,397,435,355,5009,334998,v1
2020-08-01,Lazio,172,9,950,863,769,8665,419071,v1
2020-08-01,Liguria,19,0,213,1567,194,10230,190749,v1
2020-08-01,Toscana,16,0,392,1135,376,10489,427761,v1
2020-08-01,Veneto,28,4,1001,2075,969,20166,1243701,v1
2020-08-01,Emilia-Romagna,67,4,1510,4291,1439,29726,665741,v1
2020-08-01,Piemonte,96,5,801,4129,700,31683,501784,v1
2020-08-01,PA Trento,1,0,99,405,98,4975,154461,v1
2020-08-01,Basilicata,2,0,50,28,48,452,47429,v1
2020-08-01,Lombardia,158,9,5955,16807,5788,96274,1308507,v1
2020-08-01,Molise,1,0,29,23,28,473,27849,v1
2020-08-01,Valle d'Aosta,1,0,12,146,11,1208,21588,v1
2020-08-02,Calabria,5,1,98,97,92,1270,122362,v1
2020-08-02,Sardegna,3,0,43,134,40,1414,107416,v1
2020-08-02,Umbria,7,0,26,80,19,1474,122404,v1
2020-08-02,Valle d'Aosta,1,0,13,146,12,1209,21699,v1
2020-08-02,PA Bolzano,7,0,107,292,100,2728,107198,v1
2020-08-02,Abruzzo,16,1,116,472,99,3389,130753,v1
2020-08-02,Friuli Venezia Giulia,9,3,137,345,125,3411,255780,v1
2020-08-02,Molise,1,0,31,23,30,475,28138,v1
2020-08-02,Sicilia,36,3,285,283,246,3305,280835,v1
2020-08-02,Lombardia,153,9,5821,16815,5659,96312,1316219,v1
2020-08-02,Toscana,15,0,397,1135,382,10498,430576,v1
2020-08-02,Campania,35,3,401,435,363,5016,337192,v1
2020-08-02,Puglia,20,0,120,552,100,4639,243309,v1
2020-08-02,Lazio,176,9,964,863,779,8682,421864,v1
2020-08-02,PA Trento,1,0,99,405,98,4979,155400,v1
2020-08-02,Piemonte,95,5,810,4129,710,31698,503678,v1
