REPORT DATE,Regione,Ricoverati con sintomi,Terapia intensiva,Totale attualmente positivi,DECEDUTI,Isolamento domiciliare,CASI TOTALI - A,Totale tamponi effettuati,SCHEMA VERSION
2020-09-17,Lombardia,272,32,8934,16906,8630,104080,1889861,v1
2020-09-17,Valle d'Aosta,5,0,41,146,36,1268,27108,v1
2020-09-17,Molise,3,1,100,23,96,578,38407,v1
2020-09-17,Puglia,200,14,1915,575,1701,6752,364798,v1
2020-09-17,Piemonte,136,6,2222,4153,2080,34040,654457,v1
2020-09-17,Veneto,109,12,2964,2151,2843,25247,1751883,v1
2020-09-17,Lazio,492,16,5283,889,4775,13789,754270,v1
2020-09-17,Umbria,25,5,467,82,437,2139,182856,v1
2020-09-17,Campania,302,21,4307,455,3984,9732,520008,v1
2020-09-17,PA Bolzano,15,2,326,292,309,3183,155482,v1
2020-09-17,Abruzzo,45,5,632,473,582,4083,180302,v1
2020-09-17,Friuli Venezia Giulia,22,4,656,349,630,4273,371998,v1
2020-09-17,Calabria,26,4,405,98,375,1757,180398,v1
2020-09-17,Marche,20,2,582,989,560,7650,228972,v1
2020-09-17,Basilicata,6,1,166,28,159,628,65446,v1
2020-09-17,PA Trento,11,0,571,405,560,5649,209852,v1
2020-09-17,Liguria,135,15,1358,1586,1208,12171,275505,v1
2020-09-17,Sicilia,173,14,2043,295,1856,5569,418470,v1
2020-09-18,Liguria,141,16,1414,1586,1257,12329,279460,v1
2020-09-18,Toscana,95,21,2700,1152,2584,13522,660245,v1
2020-09-18,Lazio,459,17,5413,889,4937,13982,764828,v1
2020-09-18,Veneto,115,8,3009,2153,2886,25423,1763868,v1
2020-09-18,Marche,22,1,606,989,583,7679,230491,v1
2020-09-18,Piemonte,140,6,2262,4153,2116,34167,659243,v1
2020-09-18,Molise,3,1,100,23,96,581,38912,v1
2020-09-18,Lombardia,284,32,9027,16908,8711,104304,1906689,v1
2020-09-18,Emilia-Romagna,182,21,4369,4472,4166,34093,1068778,v1
2020-09-18,Puglia,200,12,1986,577,1774,6836,368571,v1
2020-09-18,Calabria,24,4,421,98,393,1785,182175,v1
2020-09-18,Umbria,27,5,455,82,423,2160,184540,v1
2020-09-18,Friuli Venezia Giulia,22,4,672,349,646,4312,375150,v1
2020-09-18,Abruzzo,48,5,679,474,626,4137,182106,v1
2020-09-18,PA Bolzano,15,2,385,292,368,3255,157398,v1
2020-09-18,Sardegna,89,17,1567,141,1461,3108,166723,v1
2020-09-18,Sicilia,179,15,2157,296,1963,5748,424799,v1
2020-09-18,Valle d'Aosta,6,0,49,146,43,1276,27190,v1
2020-09-18,Campania,318,20,4465,455,4127,9940,527468,v1
2020-09-18,Basilicata,6,1,163,28,156,628,65884,v1
2020-09-18,PA Trento,12,0,558,405,546,5667,211645,v1
2020-09-19,Emilia-Romagna,174,19,4438,4474,4245,34225,1077776,v1
2020-09-19,Toscana,88,21,2827,1152,2718,13665,668896,v1
2020-09-19,Umbria,27,4,471,83,440,2192,186307,v1
2020-09-19,Calabria,27,4,445,98,414,1810,184055,v1
2020-09-19,Lombardia,271,36,8935,16917,8628,104547,1928410,v1
2020-09-19,Molise,5,1,104,23,98,586,39239,v1
2020-09-19,Puglia,201,13,2088,578,1874,6944,372288,v1
2020-09-19,Piemonte,140,6,2304,4154,2158,34241,663091,v1
2020-09-19,Veneto,125,10,3045,2158,2910,25609,1780552,v1
2020-09-19,Lazio,445,22,5538,890,5071,14179,774925,v1
2020-09-19,Liguria,140,16,1433,1588,1277,12407,282126,v1
2020-09-19,Sardegna,91,18,1595,141,1486,3167,169119,v1
2020-09-19,Valle d'Aosta,6,0,48,146,42,1276,27415,v1
2020-09-19,Basilicata,6,1,165,28,158,631,66518,v1
2020-09-19,PA Trento,10,0,534,405,524,5689,214020,v1
2020-09-19,Sicilia,191,13,2232,296,2028,5846,429143,v1
2020-09-19,Abruzzo,48,5,679,474,626,4137,182106,v1
2020-09-19,PA Bolzano,15,2,405,292,388,3281,159679,v1
2020-09-19,Campania,327,19,4573,456,4227,10089,532983,v1
2020-09-19,Friuli Venezia Giulia,20,3,681,350,658,4345,378789,v1
2020-09-19,Marche,23,2,621,989,596,7703,231949,v1
2020-09-20,Campania,344,22,4675,456,4309,10260,540615,v1
2020-09-20,Toscana,86,23,2956,1152,2847,13812,676932,v1
2020-09-20,Lazio,422,23,5689,890,5244,14344,784389,v1
2020-09-20,Veneto,124,10,3093,2162,2959,25782,1791504,v1
2020-09-20,Molise,4,1,104,23,99,587,39541,v1
2020-09-20,Emilia-Romagna,169,19,4529,4476,4341,34340,1085411,v1
2020-09-20,PA Trento,13,0,557,405,544,5734,215567,v1
2020-09-20,Liguria,136,15,1461,1591,1310,12492,284175,v1
2020-09-20,Piemonte,142,7,2326,4154,2177,34339,668312,v1
2020-09-20,Puglia,199,11,2128,579,1918,6994,375065,v1
2020-09-20,Marche,21,2,642,989,619,7734,233406,v1
2020-09-20,Umbria,29,4,485,83,452,2216,187607,v1
2020-09-20,Basilicata,6,1,166,28,159,637,66845,v1
2020-09-20,Valle d'Aosta,4,0,51,146,47,1279,27591,v1
2020-09-20,Lombardia,264,38,9007,16922,8705,104758,1943336,v1
2020-09-20,Calabria,30,4,461,98,427,1832,185687,v1
2020-09-20,Sardegna,96,18,1665,141,1551,3239,170395,v1
2020-09-20,PA Bolzano,15,2,422,292,405,3301,161209,v1
2020-09-20,Abruzzo,48,5,679,474,626,4137,182106,v1
2020-09-20,Friuli Venezia Giulia,19,4,686,350,663,4377,380858,v1
2020-09-20,Sicilia,194,13,2316,296,2109,5962,432263,v1
2020-09-21,Puglia,201,11,2189,580,1977,7075,376960,v1
2020-09-21,Emilia-Romagna,167,23,4618,4477,4428,34456,1090435,v1
2020-09-21,Piemonte,143,7,2358,4155,2208,34396,670699,v1
2020-09-21,Liguria,145,15,1525,1591,1365,12556,285528,v1
2020-09-21,Lazio,466,27,5840,895,5347,14542,792675,v1
2020-09-21,Toscana,94,23,3018,1152,2901,13896,681070,v1
2020-09-21,Umbria,25,4,468,84,439,2221,188200,v1
2020-09-21,Marche,24,2,650,989,624,7751,233956,v1
2020-09-21,Campania,345,21,4897,457,4531,10503,544020,v1
2020-09-21,Molise,5,1,132,23,126,618,39798,v1
2020-09-21,Sicilia,203,14,2348,299,2131,6037,435365,v1
2020-09-21,Sardegna,98,20,1714,143,1596,3303,171477,v1
2020-09-21,Basilicata,7,1,163,28,155,638,66927,v1
2020-09-21,Calabria,30,4,468,98,434,1844,186607,v1
2020-09-21,Lombardia,283,36,9076,16923,8757,104848,1953299,v1
2020-09-21,PA Bolzano,16,1,440,292,423,3321,162335,v1
2020-09-21,Abruzzo,58,5,739,475,676,4209,186082,v1
2020-09-21,Friuli Venezia Giulia,20,5,696,350,671,4390,381744,v1
2020-09-21,PA Trento,13,0,558,405,545,5736,215685,v1
2020-09-21,Valle d'Aosta,3,0,48,146,45,1281,27715,v1
2020-09-21,Veneto,129,12,3134,2162,2993,25885,1798099,v1
2020-09-22,Umbria,28,4,469,84,437,2247,190643,v1
2020-09-22,Puglia,204,10,2190,581,1976,7142,381476,v1
2020-09-22,Piemonte,164,7,2393,4156,2222,34480,676662,v1
2020-09-22,Toscana,98,21,3058,1152,2939,13970,686702,v1
2020-09-22,Lazio,482,31,6030,899,5517,14780,801697,v1
2020-09-22,Veneto,141,14,3143,2165,2988,26004,1808134,v1
2020-09-22,Campania,360,23,4955,457,4572,10659,548330,v1
2020-09-22,Emilia-Romagna,185,22,4633,4478,4426,34511,1100226,v1
2020-09-22,Molise,5,1,131,23,125,620,40000,v1
2020-09-22,Calabria,29,4,490,98,457,1868,188138,v1
2020-09-22,Basilicata,10,1,177,28,166,652,67504,v1
2020-09-22,Liguria,148,17,1530,1592,1365,12661,288170,v1
2020-09-22,Sicilia,224,15,2390,300,2151,6145,442373,v1
2020-09-22,PA Trento,13,0,548,405,535,5761,216684,v1
2020-09-22,Friuli Venezia Giulia,21,5,703,350,677,4404,384040,v1
2020-09-22,Abruzzo,54,5,742,475,683,4227,187204,v1
2020-09-22,Sardegna,96,21,1723,143,1606,3356,173660,v1
2020-09-22,PA Bolzano,20,1,448,292,427,3329,163340,v1
2020-09-22,Valle d'Aosta,4,0,49,146,45,1282,27872,v1
2020-09-22,Lombardia,294,34,9027,16925,8699,105030,1968107,v1
2020-09-22,Marche,24,3,660,989,633,7769,235017,v1
2020-09-23,Lombardia,308,33,9104,16925,8763,105226,1990912,v1
2020-09-23,Puglia,204,10,2222,583,2008,7231,385490,v1
2020-09-23,Abruzzo,55,4,760,477,701,4249,189052,v1
2020-09-23,Valle d'Aosta,4,0,58,146,54,1284,27977,v1
2020-09-23,Molise,3,1,132,23,128,623,40516,v1
2020-09-23,Umbria,30,3,468,85,435,2266,192524,v1
2020-09-23,Piemonte,163,8,2418,4157,2247,34575,682282,v1
2020-09-23,Emilia-Romagna,187,20,4613,4479,4406,34612,1110287,v1
2020-09-23,Calabria,27,4,505,98,474,1887,190031,v1
2020-09-23,Sardegna,100,21,1745,145,1624,3405,175829,v1
2020-09-23,Veneto,139,16,3155,2167,3000,26154,1820101,v1
2020-09-23,Friuli Venezia Giulia,16,6,710,350,688,4461,388810,v1
2020-09-23,Toscana,97,24,3054,1153,2933,14060,694204,v1
2020-09-23,Campania,356,22,5067,457,4689,10907,552231,v1
2020-09-23,Liguria,149,18,1593,1594,1426,12769,291936,v1
2020-09-23,PA Bolzano,20,1,476,292,455,3366,164766,v1
2020-09-23,Sicilia,230,16,2412,303,2166,6234,448412,v1
2020-09-23,Marche,24,4,686,989,658,7801,236514,v1
2020-09-23,Basilicata,12,1,192,28,179,669,68081,v1
2020-09-23,PA Trento,13,0,560,405,547,5783,218911,v1
2020-09-23,Lazio,521,32,6184,902,5631,14975,810809,v1
2020-09-24,Calabria,29,4,500,98,467,1896,191873,v1
2020-09-24,Toscana,95,24,3156,1153,3037,14216,701914,v1
2020-09-24,Lazio,544,35,6347,902,5768,15205,820760,v1
2020-09-24,Veneto,144,17,3272,2169,3111,26402,1835560,v1
2020-09-24,Campania,371,25,5157,457,4761,11102,559258,v1
2020-09-24,Emilia-Romagna,192,20,4627,4480,4415,34711,1121383,v1
2020-09-24,Puglia,207,10,2263,586,2046,7304,389613,v1
2020-09-24,Molise,3,1,133,23,129,627,40839,v1
2020-09-24,Piemonte,165,9,2462,4158,2288,34679,688648,v1
2020-09-24,Umbria,30,3,475,85,442,2295,194216,v1
2020-09-24,Marche,25,3,700,989,672,7818,238026,v1
2020-09-24,PA Bolzano,20,1,485,292,464,3386,166308,v1
2020-09-24,Valle d'Aosta,3,0,56,146,53,1287,28232,v1
2020-09-24,Sicilia,237,16,2461,304,2208,6359,453581,v1
2020-09-24,Sardegna,112,18,1762,148,1632,3471,178154,v1
2020-09-24,Liguria,153,18,1654,1596,1483,12871,294927,v1
2020-09-24,Abruzzo,50,4,770,477,716,4266,190927,v1
2020-09-24,Friuli Venezia Giulia,21,6,707,350,680,4489,391844,v1
2020-09-24,PA Trento,14,0,549,405,535,5806,220523,v1
2020-09-24,Basilicata,13,1,196,28,182,678,68827,v1
2020-09-24,Lombardia,303,31,9048,16935,8714,105455,2012281,v1
2020-09-25,Emilia-Romagna,189,18,4651,4481,4444,34833,1131423,v1
2020-09-25,Umbria,32,3,485,85,450,2318,196077,v1
2020-09-25,Puglia,208,10,2309,587,2091,7394,392912,v1
2020-09-25,Calabria,32,3,508,98,473,1906,193781,v1
2020-09-25,Molise,3,1,133,23,129,632,41333,v1
2020-09-25,Lombardia,300,30,9171,16937,8841,105732,2032712,v1
2020-09-25,Veneto,140,19,3336,2173,3177,26598,1849748,v1
2020-09-25,Piemonte,163,9,2502,4159,2330,34799,694932,v1
2020-09-25,Valle d'Aosta,3,0,55,146,52,1288,28332,v1
2020-09-25,Liguria,145,17,1726,1597,1564,12944,297680,v1
2020-09-25,Lazio,563,36,6491,904,5892,15435,831786,v1
2020-09-25,Campania,382,27,5258,459,4849,11355,566837,v1
2020-09-25,PA Bolzano,20,1,514,292,493,3438,169006,v1
2020-09-25,Abruzzo,58,5,817,477,754,4317,192553,v1
2020-09-25,Friuli Venezia Giulia,17,6,713,350,690,4526,395743,v1
2020-09-25,PA Trento,13,0,548,405,535,5829,222678,v1
2020-09-25,Sardegna,112,19,1784,148,1653,3528,180110,v1
2020-09-25,Basilicata,13,1,205,28,191,691,69677,v1
2020-09-25,Sicilia,235,13,2530,306,2282,6466,458911,v1
2020-09-25,Marche,22,2,721,990,697,7851,239573,v1
2020-09-25,Toscana,87,24,3261,1156,3150,14355,709159,v1
2020-09-26,Veneto,147,21,3432,2174,3264,26814,1866163,v1
2020-09-26,Piemonte,164,10,2563,4160,2389,34906,700349,v1
2020-09-26,Emilia-Romagna,200,17,4717,4481,4500,34932,1141530,v1
2020-09-26,Puglia,203,11,2337,590,2123,7445,396426,v1
2020-09-26,Lazio,591,35,6667,906,6041,15654,841577,v1
2020-09-26,PA Bolzano,26,0,540,292,514,3467,170485,v1
2020-09-26,Umbria,34,3,500,85,463,2353,198085,v1
2020-09-26,Valle d'Aosta,3,0,66,146,63,1299,28484,v1
2020-09-26,Lombardia,312,30,9087,16941,8745,105988,2051849,v1
2020-09-26,Molise,4,1,135,23,130,637,41706,v1
2020-09-26,Campania,325,29,5481,460,5127,11629,572941,v1
2020-09-26,Toscana,84,24,3327,1157,3219,14465,716112,v1
2020-09-26,PA Trento,14,0,563,405,549,5880,224794,v1
2020-09-26,Calabria,30,2,513,100,481,1921,195545,v1
2020-09-26,Abruzzo,54,5,821,477,762,4333,194249,v1
2020-09-26,Friuli Venezia Giulia,18,6,718,350,694,4580,400218,v1
2020-09-26,Sardegna,109,18,1836,148,1709,3591,182014,v1
2020-09-26,Basilicata,14,1,229,28,214,716,70507,v1
2020-09-26,Sicilia,255,13,2583,306,2315,6576,464469,v1
2020-09-26,Marche,23,2,741,990,716,7877,241151,v1
2020-09-26,Liguria,136,19,1737,1599,1582,13041,300696,v1
2020-09-27,Lombardia,302,31,9237,16946,8904,106204,2068416,v1
2020-09-27,Puglia,210,12,2404,590,2182,7521,399109,v1
2020-09-27,Sardegna,110,18,1964,149,1836,3730,184499,v1
2020-09-27,Umbria,33,3,501,85,465,2374,200150,v1
2020-09-27,Veneto,148,21,3490,2176,3321,26973,1875846,v1
2020-09-27,Toscana,82,23,3407,1157,3302,14566,723653,v1
2020-09-27,Piemonte,166,10,2633,4161,2457,35038,704623,v1
2020-09-27,Emilia-Romagna,201,15,4682,4482,4466,35028,1150825,v1
2020-09-27,Lazio,610,38,6809,907,6161,15835,850428,v1
2020-09-27,Molise,2,1,141,24,138,644,41845,v1
2020-09-27,Marche,20,2,760,990,738,7901,242750,v1
2020-09-27,Basilicata,13,1,266,29,252,763,71026,v1
2020-09-27,Campania,400,30,5590,460,5160,11874,578480,v1
2020-09-27,Sicilia,268,14,2659,308,2377,6683,468671,v1
2020-09-27,PA Trento,12,0,598,405,586,5922,226336,v1
2020-09-27,Friuli Venezia Giulia,18,6,720,351,696,4608,402562,v1
2020-09-27,Abruzzo,50,5,862,478,807,4380,196437,v1
2020-09-27,Valle d'Aosta,3,0,66,146,63,1299,28662,v1
2020-09-27,PA Bolzano,26,0,547,292,521,3489,172727,v1
2020-09-27,Calabria,35,2,544,100,507,1952,197415,v1
2020-09-27,Liguria,137,22,1738,1599,1579,13086,302604,v1
2020-09-28,Toscana,93,22,3393,1160,3278,14651,728049,v1
2020-09-28,Sardegna,109,17,1969,150,1843,3767,185834,v1
2020-09-28,Molise,4,1,137,24,132,648,42559,v1
2020-09-28,Puglia,214,15,2419,592,2190,7611,400565,v1
2020-09-28,Lazio,640,41,6921,910,6240,16046,858334,v1
2020-09-28,Emilia-Romagna,201,15,4685,4482,4469,35113,1155920,v1
2020-09-28,Veneto,155,21,3621,2176,3445,27156,1880709,v1
2020-09-28,PA Bolzano,26,0,560,292,534,3514,173727,v1
2020-09-28,Piemonte,180,12,2684,4161,2492,35132,707709,v1
2020-09-28,Liguria,145,24,1770,1600,1601,13195,304579,v1
2020-09-28,Umbria,38,3,508,85,467,2385,200751,v1
2020-09-28,Friuli Venezia Giulia,18,6,721,351,697,4610,403262,v1
2020-09-28,Basilicata,13,1,273,29,259,770,71212,v1
2020-09-28,PA Trento,11,0,615,406,604,5942,226544,v1
2020-09-28,Abruzzo,54,4,857,479,799,4384,196626,v1
2020-09-28,Lombardia,306,31,9334,16948,8997,106323,2076349,v1
2020-09-28,Valle d'Aosta,3,0,65,146,62,1300,28765,v1
2020-09-28,Calabria,36,2,546,100,508,1957,198390,v1
2020-09-28,Campania,412,30,5740,461,5298,12169,584072,v1
2020-09-28,Marche,25,4,762,990,733,7906,243132,v1
2020-09-28,Sicilia,294,15,2743,309,2434,6785,471085,v1
2020-09-29,Sardegna,102,19,2031,151,1910,3849,187520,v1
2020-09-29,Friuli Venezia Giulia,21,6,724,351,697,4638,406238,v1
2020-09-29,Abruzzo,52,4,865,481,809,4397,197714,v1
2020-09-29,PA Bolzano,28,0,566,292,538,3522,174711,v1
2020-09-29,Marche,26,3,781,990,752,7932,244672,v1
2020-09-29,Calabria,34,2,544,100,508,1967,199777,v1
2020-09-29,Lombardia,315,33,9099,16951,8751,106526,2090140,v1
2020-09-29,Molise,5,1,135,24,129,649,42678,v1
2020-09-29,Basilicata,13,1,276,29,262,776,72153,v1
2020-09-29,Umbria,39,3,520,85,478,2408,203384,v1
2020-09-29,Valle d'Aosta,4,0,69,146,65,1308,28926,v1
2020-09-29,PA Trento,11,0,587,406,576,5955,227654,v1
2020-09-29,Campania,417,35,5965,463,5513,12455,590407,v1
2020-09-29,Sicilia,293,16,2787,310,2478,6948,477200,v1
2020-09-29,Piemonte,193,12,2732,4163,2527,35232,714369,v1
2020-09-29,Emilia-Romagna,204,14,4710,4484,4492,35210,1166500,v1
2020-09-29,Puglia,210,14,2433,592,2209,7687,404787,v1
2020-09-29,Lazio,674,45,7049,913,6330,16265,867704,v1
2020-09-29,Toscana,97,20,3368,1164,3251,14707,732780,v1
2020-09-29,Liguria,143,22,1718,1603,1553,13284,307163,v1
2020-09-29,Veneto,167,21,3671,2177,3483,27296,1891881,v1
2020-09-30,Sicilia,301,19,2866,311,2546,7118,483845,v1
2020-09-30,Sardegna,101,19,2061,154,1941,3900,190647,v1
2020-09-30,PA Bolzano,28,0,561,292,533,3539,176508,v1
2020-09-30,Umbria,39,3,537,85,495,2454,205324,v1
2020-09-30,Calabria,33,2,555,100,520,1985,201674,v1
2020-09-30,Molise,4,0,133,24,129,655,43196,v1
2020-09-30,Valle d'Aosta,6,0,75,146,69,1314,29126,v1
2020-09-30,Veneto,173,21,3732,2178,3538,27451,1904326,v1
2020-09-30,Emilia-Romagna,205,14,4653,4484,4434,35311,1176438,v1
2020-09-30,Lombardia,306,34,9060,16955,8720,106727,2108944,v1
2020-09-30,Liguria,143,22,1739,1604,1574,13335,310367,v1
2020-09-30,Marche,28,2,795,990,765,7955,246287,v1
2020-09-30,Abruzzo,52,5,881,481,824,4419,199492,v1
2020-09-30,Toscana,97,22,3402,1164,3283,14827,740483,v1
2020-09-30,Basilicata,11,2,307,29,294,808,73036,v1
2020-09-30,PA Trento,14,0,567,406,553,5992,230074,v1
2020-09-30,Campania,414,39,6113,463,5660,12742,595991,v1
2020-09-30,Puglia,218,11,2516,595,2287,7786,409364,v1
2020-09-30,Lazio,659,47,7148,918,6442,16475,878047,v1
2020-09-30,Friuli Venezia Giulia,19,6,718,351,693,4666,409780,v1
2020-09-30,Piemonte,196,12,2844,4164,2636,35402,720973,v1
2020-10-01,Puglia,217,14,2607,596,2376,7900,413516,v1
2020-10-01,Valle d'Aosta,7,0,69,146,62,1315,29380,v1
2020-10-01,PA Bolzano,28,0,582,292,554,3568,178242,v1
2020-10-01,Umbria,38,3,562,85,521,2500,207255,v1
2020-10-01,Calabria,32,2,537,100,503,2002,203646,v1
2020-10-01,Friuli Venezia Giulia,20,4,759,351,735,4723,414092,v1
2020-10-01,Lombardia,298,35,9167,16960,8834,107051,2133635,v1
2020-10-01,Marche,24,6,813,990,783,7983,248424,v1
2020-10-01,Molise,4,0,134,24,130,656,43441,v1
2020-10-01,Toscana,106,22,3468,1165,3340,14971,748736,v1
2020-10-01,Campania,421,38,6396,463,5937,13132,604302,v1
2020-10-01,PA Trento,15,0,594,406,579,6040,231957,v1
2020-10-01,Sardegna,110,20,2136,155,2006,3996,192705,v1
2020-10-01,Liguria,152,21,1771,1608,1598,13446,313964,v1
2020-10-01,Piemonte,203,12,2907,4165,2692,35512,726046,v1
2020-10-01,Abruzzo,52,5,909,481,852,4449,201484,v1
2020-10-01,Veneto,180,24,3965,2183,3761,27896,1922600,v1
2020-10-01,Emilia-Romagna,206,14,4654,4484,4434,35414,1184856,v1
2020-10-01,Basilicata,11,2,338,29,325,841,73975,v1
2020-10-01,Lazio,666,49,7343,923,6628,16740,889420,v1
2020-10-01,Sicilia,307,20,2936,312,2609,7274,490482,v1
2020-10-02,Piemonte,217,13,3060,4166,2830,35731,732595,v1
2020-10-02,Lazio,678,49,7547,928,6820,17004,901372,v1
2020-10-02,Veneto,167,22,4027,2189,3838,28087,1941237,v1
2020-10-02,Emilia-Romagna,201,11,4677,4484,4465,35577,1197910,v1
2020-10-02,Campania,439,39,6745,464,6267,13524,612784,v1
2020-10-02,Puglia,223,13,2663,597,2427,7972,417465,v1
2020-10-02,Liguria,161,23,1829,1608,1645,13586,317583,v1
2020-10-02,Toscana,103,24,3631,1165,3504,15194,757609,v1
2020-10-02,Basilicata,11,2,345,30,332,857,74908,v1
2020-10-02,Molise,5,0,131,24,126,660,43913,v1
2020-10-02,Calabria,34,1,538,100,503,2020,205388,v1
2020-10-02,Marche,25,4,844,990,815,8025,250543,v1
2020-10-02,Sardegna,106,21,2154,155,2027,4056,194581,v1
2020-10-02,Sicilia,303,21,3048,314,2724,7414,496034,v1
2020-10-02,PA Trento,16,0,587,406,571,6079,233688,v1
2020-10-02,Lombardia,302,39,9166,16964,8825,107358,2153477,v1
2020-10-02,Abruzzo,58,6,938,481,874,4498,203892,v1
2020-10-02,Valle d'Aosta,8,0,77,146,69,1326,29534,v1
2020-10-02,PA Bolzano,28,0,587,292,559,3589,179991,v1
2020-10-02,Umbria,39,4,610,85,567,2562,209180,v1
2020-10-02,Friuli Venezia Giulia,18,2,793,353,773,4789,418775,v1
2020-10-03,Sicilia,322,20,3171,317,2829,7596,502672,v1
2020-10-03,PA Trento,16,0,618,406,602,6141,235824,v1
2020-10-03,Friuli Venezia Giulia,17,5,828,353,806,4840,422675,v1
2020-10-03,Abruzzo,66,6,962,481,890,4540,205994,v1
2020-10-03,Valle d'Aosta,7,0,75,146,68,1326,29667,v1
2020-10-03,PA Bolzano,28,0,604,292,576,3613,181359,v1
2020-10-03,Calabria,36,2,558,100,520,2044,207290,v1
2020-10-03,Umbria,41,5,634,85,588,2604,211319,v1
2020-10-03,Sardegna,113,21,2186,155,2052,4118,196650,v1
2020-10-03,Veneto,174,21,4112,2193,3917,28363,1961128,v1
2020-10-03,Marche,23,6,896,991,867,8084,252602,v1
2020-10-03,Basilicata,15,2,387,33,370,906,75947,v1
2020-10-03,Liguria,167,21,1860,1609,1672,13748,321785,v1
2020-10-03,Campania,434,40,7042,465,6568,13925,620282,v1
2020-10-03,Molise,3,0,128,25,125,660,44376,v1
2020-10-03,Lombardia,293,42,9162,16969,8827,107751,2172337,v1
2020-10-03,Piemonte,214,12,3277,4166,3051,36010,739155,v1
2020-10-03,Emilia-Romagna,200,11,4790,4485,4579,35743,1207777,v1
2020-10-03,Lazio,711,47,7725,933,6967,17265,914721,v1
2020-10-03,Toscana,99,24,3790,1166,3667,15391,766448,v1
2020-10-03,Puglia,226,12,2761,598,2523,8083,421383,v1
2020-10-04,Piemonte,216,13,3370,4167,3141,36183,744159,v1
2020-10-04,Lazio,737,48,7933,939,7148,17509,926458,v1
2020-10-04,Veneto,178,20,4235,2194,4037,28624,1973945,v1
2020-10-04,Emilia-Romagna,212,11,4954,4486,4731,35922,1214835,v1
2020-10-04,Liguria,167,23,1877,1610,1687,13869,324170,v1
2020-10-04,Marche,24,6,941,992,911,8143,254464,v1
2020-10-04,Campania,450,41,7400,465,6909,14337,627532,v1
2020-10-04,Toscana,99,26,3962,1166,3837,15579,774753,v1
2020-10-04,Basilicata,15,2,390,33,373,920,76747,v1
2020-10-04,Molise,2,0,141,25,139,675,44873,v1
2020-10-04,Lombardia,296,39,9361,16971,9026,108065,2187132,v1
2020-10-04,Sardegna,114,20,2279,156,2145,4229,198433,v1
2020-10-04,PA Trento,17,0,629,406,612,6175,237348,v1
2020-10-04,Friuli Venezia Giulia,18,5,851,353,828,4890,425043,v1
2020-10-04,Abruzzo,70,6,995,481,919,4577,208336,v1
2020-10-04,Sicilia,329,24,3247,319,2894,7681,506170,v1
2020-10-04,PA Bolzano,28,0,616,292,588,3645,182465,v1
2020-10-04,Umbria,42,4,695,86,649,2676,213445,v1
2020-10-04,Calabria,36,2,575,101,537,2063,209086,v1
2020-10-04,Puglia,231,13,2897,598,2653,8234,424869,v1
2020-10-04,Valle d'Aosta,6,0,81,146,75,1333,29842,v1
2020-10-05,Lazio,764,48,8142,944,7330,17757,937860,v1
2020-10-05,Veneto,182,20,4401,2194,4199,28854,1980931,v1
2020-10-05,Emilia-Romagna,213,11,5046,4487,4822,36089,1219843,v1
2020-10-05,Liguria,180,24,1907,1610,1703,13976,325764,v1
2020-10-05,Marche,28,6,954,992,920,8165,255176,v1
2020-10-05,Molise,3,0,137,25,134,677,45073,v1
2020-10-05,Campania,463,43,7709,466,7203,14768,632399,v1
2020-10-05,Piemonte,273,15,3423,4168,3135,36312,748061,v1
2020-10-05,Toscana,112,32,4065,1168,3921,15764,780067,v1
2020-10-05,Sicilia,361,28,3358,321,2969,7809,508826,v1
2020-10-05,Lombardia,305,41,9532,16973,9186,108316,2195207,v1
2020-10-05,Puglia,239,14,2956,599,2703,8317,426286,v1
2020-10-05,Sardegna,116,19,2326,156,2191,4317,200055,v1
2020-10-05,Basilicata,30,2,403,33,371,934,76885,v1
2020-10-05,PA Trento,17,0,650,406,633,6224,238552,v1
2020-10-05,PA Bolzano,21,0,627,292,606,3662,183294,v1
2020-10-05,Abruzzo,72,7,1017,482,938,4607,209580,v1
2020-10-05,Valle d'Aosta,6,1,93,146,86,1346,29980,v1
2020-10-05,Umbria,42,5,706,86,659,2695,213866,v1
2020-10-05,Calabria,37,2,583,101,544,2086,210446,v1
2020-10-05,Friuli Venezia Giulia,23,5,868,353,840,4911,426195,v1
2020-10-06,Piemonte,293,15,3582,4170,3274,36571,756165,v1
2020-10-06,Lazio,774,44,8290,948,7472,18032,948715,v1
2020-10-06,Veneto,208,15,4526,2198,4303,29043,1991024,v1
2020-10-06,Emilia-Romagna,212,13,5154,4490,4929,36261,1231229,v1
2020-10-06,Liguria,178,23,1925,1612,1724,14146,329089,v1
2020-10-06,Marche,29,6,982,992,947,8200,256738,v1
2020-10-06,Molise,3,0,138,25,135,683,45628,v1
2020-10-06,Campania,488,47,7977,468,7442,15163,637463,v1
2020-10-06,Toscana,117,28,4199,1168,4054,15973,787032,v1
2020-10-06,Valle d'Aosta,5,1,93,146,87,1351,30131,v1
2020-10-06,Basilicata,30,2,403,33,371,938,77909,v1
2020-10-06,PA Trento,22,0,663,406,641,6264,239599,v1
2020-10-06,Sardegna,125,19,2325,157,2181,4380,202374,v1
2020-10-06,Abruzzo,81,6,1058,484,971,4655,211128,v1
2020-10-06,Sicilia,368,28,3448,322,3052,8007,515580,v1
2020-10-06,PA Bolzano,21,0,630,292,609,3679,184296,v1
2020-10-06,Umbria,45,5,748,86,698,2757,216488,v1
