REPORT DATE,Regione,Ricoverati con sintomi,Terapia intensiva,Totale attualmente positivi,DECEDUTI,Isolamento domiciliare,CASI TOTALI - A,Totale tamponi effettuati,SCHEMA VERSION,D - CASI TOTALI - A,D - DECEDUTI
2020-05-01,Molise,17,1,190,21,172,300,6463.0,v5,,
2020-05-01,Bolzano,112,11,757,278,634,2528,42903.0,v5,,
2020-05-01,Sicilia,399,30,2171,237,1742,3194,82860.0,v5,,
2020-05-01,Friuli VG,131,6,1115,294,978,3041,71013.0,v5,,
2020-05-01,Abruzzo,297,16,1911,324,1598,2948,39385.0,v5,,
2020-05-01,Puglia,428,39,2947,421,2480,4099,64292.0,v5,,
2020-05-01,Sardegna,84,12,744,117,648,1313,26242.0,v5,,
2020-05-01,Valle d'Aosta,72,3,92,137,17,1133,7769.0,v5,,
2020-05-01,Calabria,105,3,727,86,619,1112,37054.0,v5,,
2020-05-01,Basilicata,49,4,193,25,140,378,13269.0,v5,,
2020-05-01,Umbria,60,13,204,68,131,1393,37762.0,v5,,
2020-05-01,Campania,478,29,2753,359,2246,4444,79940.0,v5,,
2020-05-01,Lombardia,6628,563,36473,13860,29282,76469,390644.0,v5,,
2020-05-01,Piemonte,2503,181,15562,3097,12878,26684,162568.0,v5,,
2020-05-01,Emilia Romagna,2112,197,9484,3579,7175,25644,188264.0,v5,,
2020-05-01,Veneto,977,110,7779,1479,6692,18098,362459.0,v5,,
2020-05-01,Trento,146,19,1293,423,1128,4132,37838.0,v5,,
2020-05-01,Liguria,666,68,3518,1184,2784,8126,51199.0,v5,,
2020-05-01,Lazio,1372,105,4446,482,2969,6672,143804.0,v5,,
2020-05-01,Marche,413,44,3211,911,2754,6275,61241.0,v5,,
2020-05-01,Toscana,520,124,5373,854,4729,9445,146456.0,v5,,
2020-05-02,Valle d'Aosta,70,3,98,137,25,1136,,v5,3.0,0.0
2020-05-02,Abruzzo,303,16,1879,327,1560,2964,,v5,16.0,3.0
2020-05-02,Basilicata,48,4,191,25,139,380,,v5,2.0,0.0
2020-05-02,Sicilia,396,30,2186,240,1760,3213,,v5,19.0,3.0
2020-05-02,Friuli VG,131,5,1109,295,973,3059,,v5,18.0,1.0
2020-05-02,Calabria,100,4,713,88,609,1112,,v5,0.0,2.0
2020-05-02,Bolzano,113,10,703,279,580,2535,,v5,7.0,1.0
2020-05-02,Umbria,60,13,196,68,123,1394,,v5,1.0,0.0
2020-05-02,Sardegna,86,13,730,119,631,1315,,v5,2.0,2.0
2020-05-02,Puglia,416,39,2954,422,2499,4133,,v5,34.0,1.0
2020-05-02,Piemonte,2550,178,15719,3126,12991,27179,,v5,495.0,29.0
2020-05-02,Marche,399,46,3205,916,2760,6298,,v5,23.0,5.0
2020-05-02,Campania,470,27,2721,362,2224,4459,,v5,15.0,3.0
2020-05-02,Lombardia,6529,545,36667,14189,29593,77002,403702.0,v5,533.0,329.0
2020-05-02,Molise,9,1,182,21,172,301,,v5,1.0,0.0
2020-05-02,Trento,138,19,1282,425,1125,4181,,v5,49.0,2.0
2020-05-02,Lazio,1370,96,4452,497,2986,6756,,v5,84.0,15.0
2020-05-02,Emilia Romagna,2033,196,9323,3614,7094,25850,,v5,206.0,35.0
2020-05-02,Veneto,970,108,7431,1502,6353,18224,,v5,126.0,23.0
2020-05-02,Toscana,519,118,5365,863,4728,9525,,v5,80.0,9.0
2020-05-02,Liguria,647,68,3598,1195,2883,8312,,v5,186.0,11.0
2020-05-03,Bolzano,109,11,665,281,545,2536,44240.0,v5,1.0,2.0
2020-05-03,Basilicata,48,3,194,25,143,386,14210.0,v5,6.0,0.0
2020-05-03,Sicilia,383,29,2203,242,1791,3240,85955.0,v5,27.0,2.0
2020-05-03,Friuli VG,131,6,1087,297,950,3072,74990.0,v5,13.0,2.0
2020-05-03,Abruzzo,300,16,1868,330,1552,2996,40699.0,v5,32.0,3.0
2020-05-03,Umbria,58,13,183,68,112,1394,38823.0,v5,0.0,0.0
2020-05-03,Sardegna,92,10,689,119,587,1319,27737.0,v5,4.0,0.0
2020-05-03,Valle d'Aosta,74,2,109,138,33,1142,8100.0,v5,6.0,1.0
2020-05-03,Calabria,95,4,702,88,603,1114,38835.0,v5,2.0,0.0
2020-05-03,Puglia,410,40,2955,424,2505,4144,66443.0,v5,11.0,2.0
2020-05-03,Lombardia,6609,532,36926,14231,29785,77528,410857.0,v5,526.0,42.0
2020-05-03,Marche,400,43,3198,927,2755,6319,64412.0,v5,21.0,11.0
2020-05-03,Molise,8,1,181,22,172,301,7075.0,v5,0.0,1.0
2020-05-03,Trento,136,17,1247,429,1094,4247,41095.0,v5,66.0,4.0
2020-05-03,Piemonte,2496,169,15638,3152,12973,27430,172208.0,v5,251.0,26.0
2020-05-03,Emilia Romagna,1997,197,9045,3642,6851,26016,197075.0,v5,166.0,28.0
2020-05-03,Lazio,1346,95,4385,508,2944,6809,150912.0,v5,53.0,11.0
2020-05-03,Veneto,955,103,7299,1516,6241,18318,378202.0,v5,94.0,14.0
2020-05-03,Toscana,513,112,5328,872,4703,9563,150914.0,v5,38.0,9.0
2020-05-03,Liguria,627,68,3551,1209,2856,8359,54492.0,v5,47.0,14.0
2020-05-03,Campania,455,30,2726,364,2241,4484,86498.0,v5,25.0,2.0
2020-05-04,Lombardia,6414,532,37307,14294,30361,78105,418835.0,v5,577.0,63.0
2020-05-04,Basilicata,50,3,173,25,120,386,14901.0,v5,0.0,0.0
2020-05-04,Sicilia,376,27,2202,244,1799,3255,87166.0,v5,15.0,2.0
2020-05-04,Friuli VG,130,4,1050,299,916,3076,75421.0,v5,4.0,2.0
2020-05-04,Abruzzo,301,15,1837,332,1521,3000,41108.0,v5,4.0,2.0
2020-05-04,Calabria,93,4,674,88,577,1118,39438.0,v5,4.0,0.0
2020-05-04,Umbria,56,13,181,70,112,1394,39044.0,v5,0.0,2.0
2020-05-04,Sardegna,91,9,653,119,553,1317,28052.0,v5,-2.0,0.0
2020-05-04,Valle d'Aosta,74,2,110,139,34,1143,8271.0,v5,1.0,1.0
2020-05-04,Puglia,397,39,2945,429,2509,4153,67167.0,v5,9.0,5.0
2020-05-04,Bolzano,103,10,636,284,523,2541,44673.0,v5,5.0,3.0
2020-05-04,Marche,389,44,3206,932,2773,6363,65398.0,v5,44.0,5.0
2020-05-04,Lazio,1335,95,4385,524,2955,6847,153293.0,v5,38.0,16.0
2020-05-04,Molise,9,1,178,22,168,301,7328.0,v5,0.0,0.0
2020-05-04,Trento,135,17,1165,430,1013,4258,42061.0,v5,11.0,1.0
2020-05-04,Piemonte,2391,161,15562,3186,13010,27622,176078.0,v5,192.0,34.0
2020-05-04,Campania,438,24,2711,366,2249,4498,90543.0,v5,14.0,2.0
2020-05-04,Veneto,955,101,7234,1528,6178,18373,383660.0,v5,55.0,12.0
2020-05-04,Toscana,512,107,5279,881,4660,9601,152447.0,v5,38.0,9.0
2020-05-04,Liguria,606,72,3508,1221,2830,8412,56092.0,v5,53.0,12.0
2020-05-04,Emilia Romagna,1968,199,8984,3666,6817,26175,200427.0,v5,159.0,24.0
2020-05-05,Campania,408,25,2530,369,2097,4518,93068.0,v5,20.0,3.0
2020-05-05,Basilicata,50,3,177,25,124,396,15476.0,v5,10.0,0.0
2020-05-05,Sicilia,367,26,2202,247,1809,3267,91306.0,v5,12.0,3.0
2020-05-05,Friuli VG,120,4,984,303,860,3085,78510.0,v5,9.0,4.0
2020-05-05,Abruzzo,289,11,1809,335,1509,3025,42489.0,v5,25.0,3.0
2020-05-05,Lombardia,6201,509,37092,14389,30382,78605,425290.0,v5,500.0,95.0
2020-05-05,Umbria,56,11,176,70,109,1400,39998.0,v5,6.0,0.0
2020-05-05,Sardegna,94,9,642,119,539,1318,28867.0,v5,1.0,0.0
2020-05-05,Valle d'Aosta,56,3,110,139,51,1143,8484.0,v5,0.0,0.0
2020-05-05,Bolzano,99,11,612,286,502,2542,45264.0,v5,1.0,2.0
2020-05-05,Puglia,384,39,2939,433,2516,4170,69128.0,v5,17.0,4.0
2020-05-05,Marche,387,42,3219,936,2790,6392,67256.0,v5,29.0,4.0
2020-05-05,Liguria,583,68,3427,1232,2776,8475,57622.0,v5,63.0,11.0
2020-05-05,Toscana,484,111,5190,889,4595,9631,157260.0,v5,30.0,8.0
2020-05-05,Veneto,926,98,7116,1545,6092,18402,390952.0,v5,29.0,17.0
2020-05-05,Emilia Romagna,1917,191,8681,3705,6573,26275,206166.0,v5,100.0,39.0
2020-05-05,Piemonte,2307,155,15323,3216,12861,27774,181316.0,v5,152.0,30.0
2020-05-05,Trento,126,15,1041,433,900,4261,42870.0,v5,3.0,3.0
2020-05-05,Molise,9,1,177,22,167,301,7528.0,v5,0.0,0.0
2020-05-05,Lazio,1315,91,4370,534,2964,6914,157307.0,v5,67.0,10.0
2020-05-05,Calabria,92,4,650,88,554,1119,40509.0,v5,1.0,0.0
2020-05-06,Valle d'Aosta,50,3,127,139,74,1146,8640.0,v5,3.0,0.0
2020-05-06,Sardegna,91,11,623,119,521,1319,29966.0,v5,1.0,0.0
2020-05-06,Umbria,55,9,171,70,107,1404,41328.0,v5,4.0,0.0
2020-05-06,Abruzzo,285,11,1791,341,1495,3047,43803.0,v5,22.0,6.0
2020-05-06,Lombardia,6079,480,31753,14611,25194,79369,439806.0,v5,764.0,222.0
2020-05-06,Sicilia,359,25,2201,250,1817,3281,92999.0,v5,14.0,3.0
2020-05-06,Basilicata,47,3,172,25,122,399,16103.0,v5,3.0,0.0
2020-05-06,Bolzano,99,11,579,286,469,2543,46228.0,v5,1.0,0.0
2020-05-06,Friuli VG,115,3,962,306,844,3094,79429.0,v5,9.0,3.0
2020-05-06,Puglia,365,36,2903,438,2502,4196,70944.0,v5,26.0,5.0
2020-05-06,Calabria,87,3,644,89,554,1122,41828.0,v5,3.0,1.0
2020-05-06,Marche,353,42,3236,943,2841,6421,69037.0,v5,29.0,7.0
2020-05-06,Lazio,1351,91,4433,538,2991,6995,160894.0,v5,81.0,4.0
2020-05-06,Molise,9,0,179,22,170,304,7896.0,v5,3.0,0.0
2020-05-06,Trento,116,13,982,437,853,4280,44719.0,v5,19.0,4.0
2020-05-06,Piemonte,2147,150,14858,3247,12561,27939,188057.0,v5,165.0,31.0
2020-05-06,Campania,433,25,2340,376,1882,4532,96548.0,v5,14.0,7.0
2020-05-06,Veneto,902,90,6789,1568,5797,18479,399806.0,v5,77.0,23.0
2020-05-06,Toscana,462,92,5088,899,4534,9657,161553.0,v5,26.0,10.0
2020-05-06,Liguria,548,59,3306,1243,2699,8551,59693.0,v5,76.0,11.0
2020-05-06,Emilia Romagna,1816,176,8391,3737,6399,26379,211652.0,v5,104.0,32.0
2020-05-07,Calabria,81,2,633,89,550,1125,42854.0,v5,3.0,0.0
2020-05-07,Campania,415,27,2139,379,1697,4541,101025.0,v5,9.0,3.0
2020-05-07,Valle d'Aosta,49,2,130,139,79,1150,8939.0,v5,4.0,0.0
2020-05-07,Sardegna,90,9,583,119,484,1324,31064.0,v5,5.0,0.0
2020-05-07,Umbria,47,9,141,70,85,1405,42788.0,v5,1.0,0.0
2020-05-07,Bolzano,87,11,551,286,453,2552,47091.0,v5,9.0,0.0
2020-05-07,Abruzzo,263,12,1770,348,1495,3072,45021.0,v5,25.0,7.0
2020-05-07,Sicilia,349,21,2127,251,1757,3288,95695.0,v5,7.0,1.0
2020-05-07,Basilicata,48,2,155,26,105,383,16272.0,v5,-16.0,1.0
2020-05-07,Puglia,355,35,2800,441,2410,4245,72796.0,v5,49.0,3.0
2020-05-07,Friuli VG,109,2,927,308,816,3107,82012.0,v5,13.0,2.0
2020-05-07,Marche,328,41,3247,948,2878,6452,71017.0,v5,31.0,5.0
2020-05-07,Liguria,525,57,3248,1254,2666,8645,61446.0,v5,94.0,11.0
2020-05-07,Toscana,437,91,4716,915,4188,9683,166062.0,v5,26.0,16.0
2020-05-07,Veneto,872,87,6534,1589,5575,18553,410212.0,v5,74.0,21.0
2020-05-07,Emilia Romagna,1726,173,8011,3766,6112,26487,217039.0,v5,108.0,29.0
2020-05-07,Piemonte,2147,150,14469,3282,12172,28135,194584.0,v5,196.0,35.0
2020-05-07,Trento,99,11,910,438,800,4283,46500.0,v5,3.0,1.0
2020-05-07,Molise,8,0,170,22,162,305,8237.0,v5,1.0,0.0
2020-05-07,Lombardia,5848,480,32015,14745,25687,80089,455294.0,v5,720.0,134.0
2020-05-07,Lazio,1291,89,4348,543,2968,7034,165340.0,v5,39.0,5.0
2020-05-08,Sardegna,90,10,553,119,453,1330,32219.0,v5,6.0,0.0
2020-05-08,Umbria,47,6,119,71,66,1406,44223.0,v5,1.0,1.0
2020-05-08,Puglia,349,33,2733,443,2351,4256,74724.0,v5,11.0,2.0
2020-05-08,Lombardia,5702,400,31983,14839,25881,80723,466287.0,v5,634.0,94.0
2020-05-08,Bolzano,78,9,502,289,415,2558,47908.0,v5,6.0,3.0
2020-05-08,Friuli VG,105,2,911,308,804,3116,82902.0,v5,9.0,0.0
2020-05-08,Sicilia,310,19,2127,253,1798,3301,98711.0,v5,13.0,2.0
2020-05-08,Valle d'Aosta,45,2,123,139,76,1151,9280.0,v5,1.0,0.0
2020-05-08,Abruzzo,250,10,1713,351,1453,3078,46103.0,v5,6.0,3.0
2020-05-08,Calabria,73,2,619,90,544,1126,43980.0,v5,1.0,1.0
2020-05-08,Toscana,399,84,4592,930,4109,9721,170296.0,v5,38.0,15.0
2020-05-08,Veneto,831,79,6187,1627,5277,18618,420949.0,v5,65.0,38.0
2020-05-08,Campania,418,28,2012,386,1566,4562,105399.0,v5,21.0,7.0
2020-05-08,Emilia Romagna,1680,163,7730,3797,5887,26598,221866.0,v5,111.0,31.0
2020-05-08,Molise,6,0,184,22,178,327,8502.0,v5,22.0,0.0
2020-05-08,Trento,94,11,872,438,767,4285,48220.0,v5,2.0,0.0
2020-05-08,Piemonte,2013,140,14107,3305,11954,28368,201183.0,v5,233.0,23.0
2020-05-08,Marche,303,38,3238,954,2897,6470,72504.0,v5,18.0,6.0
2020-05-08,Liguria,517,46,3176,1265,2613,8723,63531.0,v5,78.0,11.0
2020-05-08,Lazio,1278,84,4328,549,2966,7086,169499.0,v5,52.0,6.0
2020-05-08,Basilicata,48,2,152,26,102,382,16777.0,v5,-1.0,0.0
2020-05-09,Valle d'Aosta,45,3,118,139,70,1152,9443.0,v5,1.0,0.0
2020-05-09,Sardegna,87,11,550,119,452,1334,33330.0,v5,4.0,0.0
2020-05-09,Umbria,45,6,111,71,60,1407,45574.0,v5,1.0,0.0
2020-05-09,Lombardia,5535,330,30262,14924,24397,81225,477765.0,v5,502.0,85.0
2020-05-09,Campania,415,26,1965,388,1524,4576,110811.0,v5,14.0,2.0
2020-05-09,Friuli VG,101,3,869,308,765,3124,88384.0,v5,8.0,0.0
2020-05-09,Sicilia,277,17,2080,256,1786,3313,101548.0,v5,12.0,3.0
2020-05-09,Bolzano,55,9,473,290,409,2567,48858.0,v5,9.0,1.0
2020-05-09,Abruzzo,246,10,1676,355,1420,3086,47190.0,v5,8.0,4.0
2020-05-09,Basilicata,45,1,145,27,99,382,17433.0,v5,0.0,1.0
2020-05-09,Puglia,344,33,2729,443,2352,4286,76643.0,v5,30.0,0.0
2020-05-09,Marche,285,32,3230,958,2913,6493,73965.0,v5,23.0,4.0
2020-05-09,Lazio,1277,82,4345,553,2986,7133,174448.0,v5,47.0,4.0
2020-05-09,Molise,8,0,205,22,197,347,8691.0,v5,20.0,0.0
2020-05-09,Trento,87,10,830,438,733,4292,50278.0,v5,7.0,0.0
2020-05-09,Piemonte,2010,143,13934,3331,11781,28549,205800.0,v5,181.0,26.0
2020-05-09,Calabria,68,2,612,90,542,1129,45071.0,v5,3.0,0.0
2020-05-09,Veneto,435,40,5877,1643,5402,18671,432114.0,v5,53.0,16.0
2020-05-09,Toscana,364,79,4448,937,4005,9745,174596.0,v5,24.0,7.0
2020-05-09,Liguria,501,42,2982,1276,2439,8738,64926.0,v5,15.0,11.0
2020-05-09,Emilia Romagna,1604,155,7401,3827,5642,26719,227366.0,v5,121.0,30.0
2020-05-10,Lombardia,5428,348,30190,14986,24414,81507,485134.0,v5,282.0,62.0
2020-05-10,Sicilia,273,16,2069,256,1780,3327,102403.0,v5,14.0,0.0
2020-05-10,Friuli VG,98,3,851,310,750,3130,89449.0,v5,6.0,2.0
2020-05-10,Abruzzo,233,10,1671,359,1428,3103,48110.0,v5,17.0,4.0
2020-05-10,Calabria,66,2,596,91,528,1132,46111.0,v5,3.0,1.0
2020-05-10,Umbria,42,6,113,71,65,1411,46923.0,v5,4.0,0.0
2020-05-10,Sardegna,83,10,515,120,422,1340,34046.0,v5,6.0,1.0
2020-05-10,Valle d'Aosta,46,2,113,139,65,1157,9833.0,v5,5.0,0.0
2020-05-10,Puglia,343,34,2669,448,2292,4313,78399.0,v5,27.0,5.0
2020-05-10,Basilicata,45,1,143,27,97,385,17916.0,v5,3.0,0.0
2020-05-10,Bolzano,61,8,459,290,390,2569,49571.0,v5,2.0,0.0
2020-05-10,Campania,435,20,1915,391,1460,4588,114819.0,v5,12.0,3.0
2020-05-10,Molise,9,0,218,22,209,370,9164.0,v5,23.0,0.0
2020-05-10,Trento,82,10,786,441,694,4295,52039.0,v5,3.0,3.0
2020-05-10,Piemonte,2024,137,13650,3367,11489,28665,210370.0,v5,116.0,36.0
2020-05-10,Emilia Romagna,1562,150,7191,3845,5479,26796,231637.0,v5,77.0,18.0
2020-05-10,Liguria,481,41,2900,1281,2378,8788,67322.0,v5,50.0,5.0
2020-05-10,Toscana,350,78,4147,942,3719,9774,178208.0,v5,29.0,5.0
2020-05-10,Lazio,1265,84,4286,557,2937,7165,178569.0,v5,32.0,4.0
2020-05-10,Marche,284,30,3251,960,2937,6533,76367.0,v5,40.0,2.0
2020-05-10,Veneto,408,37,5591,1657,5146,18722,439522.0,v5,51.0,14.0
2020-05-11,Campania,436,23,1909,392,1450,4602,119042.0,v5,14.0,1.0
2020-05-11,Basilicata,46,1,142,27,95,386,18266.0,v5,1.0,0.0
2020-05-11,Sicilia,271,16,2062,257,1775,3339,103134.0,v5,12.0,1.0
2020-05-11,Friuli VG,96,3,830,312,731,3138,90860.0,v5,8.0,2.0
2020-05-11,Abruzzo,231,9,1609,366,1369,3107,48903.0,v5,4.0,7.0
2020-05-11,Lombardia,5397,341,30411,15054,24673,81871,492642.0,v5,364.0,68.0
2020-05-11,Umbria,40,4,108,71,64,1412,47474.0,v5,1.0,0.0
2020-05-11,Valle d'Aosta,44,1,107,139,62,1158,10063.0,v5,1.0,0.0
2020-05-11,Calabria,64,1,568,93,503,1134,47265.0,v5,2.0,2.0
2020-05-11,Bolzano,63,7,447,290,377,2572,50019.0,v5,3.0,0.0
2020-05-11,Puglia,340,32,2544,451,2172,4327,79737.0,v5,14.0,3.0
2020-05-11,Marche,277,28,3227,964,2922,6543,77830.0,v5,10.0,4.0
2020-05-11,Liguria,484,38,2844,1293,2322,8832,68814.0,v5,44.0,12.0
2020-05-11,Toscana,347,77,4073,950,3649,9787,179469.0,v5,13.0,8.0
2020-05-11,Veneto,400,38,5460,1666,5022,18741,445905.0,v5,19.0,9.0
2020-05-11,Emilia Romagna,1537,141,7040,3867,5362,26876,234619.0,v5,80.0,22.0
2020-05-11,Piemonte,2021,135,13338,3400,11182,28776,213783.0,v5,111.0,33.0
2020-05-11,Trento,84,11,735,443,640,4297,53398.0,v5,2.0,2.0
2020-05-11,Molise,11,0,229,22,218,383,9390.0,v5,13.0,0.0
2020-05-11,Lazio,1266,83,4294,562,2945,7190,181398.0,v5,25.0,5.0
2020-05-11,Sardegna,84,10,511,120,417,1343,34641.0,v5,3.0,0.0
2020-05-12,Valle d'Aosta,45,0,104,140,59,1160,10415.0,v5,2.0,1.0
2020-05-12,Sardegna,77,11,506,120,418,1344,35476.0,v5,1.0,0.0
2020-05-12,Lombardia,5222,322,30675,15116,25131,82904,513244.0,v5,1033.0,62.0
2020-05-12,Bolzano,56,7,437,290,374,2572,50381.0,v5,0.0,0.0
2020-05-12,Calabria,65,1,568,93,502,1138,48420.0,v5,4.0,0.0
2020-05-12,Friuli VG,96,2,801,313,703,3148,93051.0,v5,10.0,1.0
2020-05-12,Sicilia,234,15,1911,261,1662,3343,105017.0,v5,4.0,4.0
2020-05-12,Umbria,41,4,109,71,64,1419,49249.0,v5,7.0,0.0
2020-05-12,Abruzzo,222,8,1548,370,1318,3115,50295.0,v5,8.0,4.0
2020-05-12,Puglia,334,31,2421,456,2056,4337,81492.0,v5,10.0,5.0
2020-05-12,Veneto,393,33,5190,1686,4764,18782,454189.0,v5,41.0,20.0
2020-05-12,Campania,414,20,1877,393,1443,4615,121253.0,v5,13.0,1.0
2020-05-12,Trento,80,9,667,445,578,4303,55334.0,v5,6.0,2.0
2020-05-12,Piemonte,1900,136,13184,3428,11148,28889,218071.0,v5,113.0,28.0
2020-05-12,Emilia Romagna,1384,136,6801,3885,5281,26929,239178.0,v5,53.0,18.0
2020-05-12,Basilicata,47,1,140,27,92,387,19100.0,v5,1.0,0.0
2020-05-12,Molise,13,1,226,22,212,386,9981.0,v5,3.0,0.0
2020-05-12,Liguria,447,35,2779,1301,2297,8863,70159.0,v5,31.0,8.0
2020-05-12,Lazio,1258,84,4273,566,2931,7212,185085.0,v5,22.0,4.0
2020-05-12,Marche,230,24,3208,969,2954,6568,79414.0,v5,25.0,5.0
2020-05-12,Toscana,307,72,3841,959,3462,9802,184851.0,v5,15.0,9.0
2020-05-13,Sardegna,78,10,491,120,403,1345,36710.0,v5,1.0,0.0
2020-05-13,Calabria,64,1,551,93,486,1140,49787.0,v5,2.0,0.0
2020-05-13,Abruzzo,214,7,1489,375,1268,3127,51361.0,v5,12.0,5.0
2020-05-13,Molise,9,1,231,22,221,401,10062.0,v5,15.0,0.0
2020-05-13,Sicilia,212,13,1889,262,1664,3354,107991.0,v5,11.0,1.0
2020-05-13,Friuli VG,92,2,779,316,685,3156,94600.0,v5,8.0,3.0
2020-05-13,Campania,402,19,1815,394,1394,4630,124370.0,v5,15.0,1.0
2020-05-13,Bolzano,56,7,413,290,350,2575,51181.0,v5,3.0,0.0
2020-05-13,Umbria,36,4,106,72,66,1419,50731.0,v5,0.0,1.0
2020-05-13,Valle d'Aosta,38,0,93,141,55,1163,10777.0,v5,3.0,1.0
2020-05-13,Trento,76,9,573,446,488,4312,57997.0,v5,9.0,1.0
2020-05-13,Lombardia,5007,307,30032,15185,24718,83298,524163.0,v5,394.0,69.0
2020-05-13,Basilicata,42,1,131,27,88,389,19678.0,v5,2.0,0.0
2020-05-13,Puglia,310,27,2322,460,1985,4348,83713.0,v5,11.0,4.0
2020-05-13,Piemonte,1858,122,12491,3460,10511,29058,224788.0,v5,169.0,32.0
2020-05-13,Emilia Romagna,1165,123,6502,3905,5214,26979,243883.0,v5,50.0,20.0
2020-05-13,Lazio,1224,83,4235,577,2928,7250,188632.0,v5,38.0,11.0
2020-05-13,Toscana,284,72,3563,964,3207,9829,189026.0,v5,27.0,5.0
2020-05-13,Liguria,430,35,2718,1314,2253,8930,72174.0,v5,67.0,13.0
2020-05-13,Marche,211,20,3013,971,2782,6588,80850.0,v5,20.0,2.0
2020-05-13,Veneto,364,30,5020,1712,4626,18813,463154.0,v5,31.0,26.0
2020-05-14,Calabria,59,2,524,95,463,1143,51050.0,v5,3.0,2.0
2020-05-14,Bolzano,54,7,380,290,319,2578,52015.0,v5,3.0,0.0
2020-05-14,Sicilia,203,12,1854,263,1639,3366,111137.0,v5,12.0,1.0
2020-05-14,Friuli VG,149,2,770,317,619,3161,97000.0,v5,5.0,1.0
2020-05-14,Abruzzo,215,6,1482,379,1261,3136,52860.0,v5,9.0,4.0
2020-05-14,Lombardia,4818,297,29956,15296,24841,83820,538243.0,v5,522.0,111.0
2020-05-14,Umbria,26,1,92,73,65,1420,52247.0,v5,1.0,1.0
2020-05-14,Sardegna,76,10,465,125,379,1345,38034.0,v5,0.0,5.0
2020-05-14,Valle d'Aosta,38,0,80,141,42,1166,11100.0,v5,3.0,0.0
2020-05-14,Molise,10,1,229,22,218,403,10227.0,v5,2.0,0.0
2020-05-14,Trento,66,9,505,448,430,4315,60843.0,v5,3.0,2.0
2020-05-14,Lazio,1178,79,4096,595,2839,7291,192917.0,v5,41.0,18.0
2020-05-14,Marche,189,18,2904,974,2697,6603,82840.0,v5,15.0,3.0
2020-05-14,Basilicata,34,1,127,27,92,389,20285.0,v5,0.0,0.0
2020-05-14,Puglia,296,24,2253,461,1933,4357,85577.0,v5,9.0,1.0
2020-05-14,Piemonte,1775,116,11891,3493,10000,29209,232682.0,v5,151.0,33.0
2020-05-14,Campania,387,19,1765,394,1359,4639,127938.0,v5,9.0,0.0
2020-05-14,Veneto,342,26,4718,1743,4350,18845,474488.0,v5,32.0,31.0
2020-05-14,Toscana,269,68,3388,973,3051,9859,193182.0,v5,30.0,9.0
2020-05-14,Liguria,408,35,2660,1329,2217,8995,74248.0,v5,65.0,15.0
2020-05-14,Emilia Romagna,861,122,6301,3930,5318,27056,248591.0,v5,77.0,25.0
2020-05-15,Trento,53,9,406,451,344,4318,63700.0,v5,3.0,3.0
2020-05-15,Sicilia,198,11,1760,263,1551,3374,112929.0,v5,8.0,0.0
2020-05-15,Friuli VG,80,3,741,318,658,3175,100400.0,v5,14.0,1.0
2020-05-15,Abruzzo,205,6,1454,381,1243,3148,54028.0,v5,12.0,2.0
2020-05-15,Bolzano,50,5,359,290,304,2578,52939.0,v5,0.0,0.0
2020-05-15,Lombardia,4705,276,27746,15411,22765,84119,550405.0,v5,299.0,115.0
2020-05-15,Sardegna,75,10,461,125,376,1348,39844.0,v5,3.0,0.0
2020-05-15,Valle d'Aosta,37,0,77,142,40,1172,11413.0,v5,6.0,1.0
2020-05-15,Calabria,56,2,505,95,447,1144,52701.0,v5,1.0,0.0
2020-05-15,Molise,8,2,227,22,217,407,10468.0,v5,4.0,0.0
2020-05-15,Umbria,25,2,90,73,63,1422,53801.0,v5,2.0,0.0
2020-05-15,Lazio,1173,79,4088,604,2836,7364,197599.0,v5,73.0,9.0
2020-05-15,Marche,178,18,2795,977,2599,6619,84351.0,v5,16.0,3.0
2020-05-15,Basilicata,33,1,120,27,86,389,20851.0,v5,0.0,0.0
2020-05-15,Puglia,285,23,2181,461,1873,4366,87687.0,v5,9.0,0.0
2020-05-15,Piemonte,1593,108,11113,3557,9412,29346,239507.0,v5,137.0,64.0
2020-05-15,Campania,341,17,1736,396,1378,4654,131544.0,v5,15.0,2.0
2020-05-15,Veneto,311,24,4439,1762,4104,18889,484639.0,v5,44.0,19.0
2020-05-15,Toscana,238,67,3168,976,2863,9883,197365.0,v5,24.0,3.0
2020-05-15,Liguria,385,31,2603,1336,2187,9060,76012.0,v5,65.0,7.0
2020-05-15,Emilia Romagna,763,114,6001,3943,5124,27110,253497.0,v5,54.0,13.0
2020-05-16,Trento,44,8,345,453,293,4326,,v5,8.0,2.0
2020-05-16,Marche,154,17,2657,982,2486,6642,,v5,23.0,5.0
2020-05-16,Lazio,1156,76,4022,616,2790,7396,,v5,32.0,12.0
2020-05-16,Liguria,369,26,2533,1346,2138,9111,,v5,51.0,10.0
2020-05-16,Toscana,234,66,2943,979,2643,9913,,v5,30.0,3.0
2020-05-16,Basilicata,29,1,113,27,83,390,,v5,1.0,0.0
2020-05-16,Emilia Romagna,740,112,5852,3960,5000,27182,,v5,72.0,17.0
2020-05-16,Piemonte,1562,100,10702,3594,9040,29483,,v5,137.0,37.0
2020-05-16,Puglia,272,22,2104,463,1810,4374,,v5,8.0,2.0
2020-05-16,Veneto,290,20,4162,1783,3852,18928,,v5,39.0,21.0
2020-05-16,Campania,351,16,1710,396,1343,4668,,v5,14.0,0.0
