REPORT DATE,Regione,Ricoverati con sintomi,Terapia intensiva,Totale attualmente positivi,DECEDUTI,Isolamento domiciliare,CASI TOTALI - A,Totale tamponi effettuati,SCHEMA VERSION,D - CASI TOTALI - A,D - DECEDUTI
2020-12-01,Veneto,2527,301,80997,3818,78169,148127,2805098.0,v1,2535.0,107.0
2020-12-01,Umbria,361,64,7680,415,7255,23952,420906.0,v1,144.0,8.0
2020-12-01,Calabria,417,40,10969,301,10512,17032,366545.0,v1,318.0,6.0
2020-12-01,Basilicata,157,21,6280,153,6102,8298,153181.0,v1,156.0,0.0
2020-12-01,Abruzzo,697,76,18188,906,17415,28420,415586.0,v1,396.0,13.0
2020-12-01,Lazio,3241,352,90938,2431,87345,121449,2241091.0,v1,1669.0,64.0
2020-12-01,Toscana,1563,267,40201,2673,38371,104099,1578009.0,v1,658.0,32.0
2020-12-01,Campania,2099,179,102879,1721,100601,156432,1595400.0,v1,1113.0,48.0
2020-12-01,Puglia,1693,218,39766,1517,37855,55979,794335.0,v1,1659.0,34.0
2020-12-01,Emilia-Romagna,2729,247,71842,5805,68866,124541,2137305.0,v1,1468.0,52.0
2020-12-01,Liguria,1003,105,12150,2404,11042,52023,604686.0,v1,339.0,17.0
2020-12-01,Piemonte,4652,377,72269,6303,67240,169133,1575753.0,v1,1617.0,64.0
2020-12-02,PA Bolzano,416,33,11329,542,10880,24188,314595.0,v1,317.0,8.0
2020-12-02,Emilia-Romagna,2692,247,71305,5874,68366,126110,2156981.0,v1,1569.0,69.0
2020-12-02,Veneto,2519,308,68792,3887,65965,150909,2819945.0,v1,2782.0,69.0
2020-12-02,Campania,2064,173,102495,1764,100258,158274,1615159.0,v1,1842.0,43.0
2020-12-02,Sicilia,1494,220,39731,1616,38017,66568,982232.0,v1,1483.0,27.0
2020-12-02,Puglia,1685,204,40760,1546,38871,57647,804028.0,v1,1668.0,29.0
2020-12-02,Abruzzo,703,74,17984,927,17207,28801,419970.0,v1,381.0,21.0
2020-12-02,Umbria,342,62,7083,425,6679,24230,424921.0,v1,278.0,10.0
2020-12-02,PA Trento,412,47,2459,665,2000,16167,381544.0,v1,278.0,3.0
2020-12-02,Basilicata,158,21,6357,153,6178,8455,154957.0,v1,157.0,0.0
2020-12-02,Marche,565,85,18569,1289,17919,30564,417126.0,v1,421.0,13.0
2020-12-02,Valle d'Aosta,122,13,1206,322,1071,6577,61373.0,v1,42.0,5.0
2020-12-02,Piemonte,4596,382,70887,6360,65909,170701,1593650.0,v1,1568.0,57.0
2020-12-02,Friuli Venezia Giulia,652,58,14693,889,13983,32198,734865.0,v1,812.0,26.0
2020-12-02,Liguria,963,102,11999,2423,10934,52372,609306.0,v1,349.0,19.0
2020-12-02,Lazio,3282,350,91904,2476,88272,123240,2265780.0,v1,1791.0,45.0
2020-12-02,Lombardia,7222,855,118796,22279,110719,415264,4143566.0,v1,3425.0,175.0
2020-12-02,Calabria,411,36,10890,310,10443,17262,369710.0,v1,230.0,9.0
2020-12-02,Toscana,1514,271,37525,2718,35740,104875,1591558.0,v1,776.0,45.0
2020-12-02,Molise,65,9,2583,127,2509,4868,93645.0,v1,95.0,7.0
2020-12-02,Sardegna,577,66,13883,453,13240,22340,379431.0,v1,445.0,4.0
2020-12-03,Friuli Venezia Giulia,629,59,14883,941,14195,32970,744835.0,v6,772.0,52.0
2020-12-03,Piemonte,4459,366,70006,6452,65181,172931,1619813.0,v6,2230.0,92.0
2020-12-03,Sicilia,1465,221,39780,1650,38094,67862,992813.0,v6,1294.0,34.0
2020-12-03,Molise,65,10,2432,127,2357,4921,94388.0,v6,53.0,0.0
2020-12-03,Liguria,932,102,11458,2449,10424,52794,614263.0,v6,422.0,26.0
2020-12-03,Puglia,1621,226,41749,1588,39902,59249,812781.0,v6,1602.0,42.0
2020-12-03,Campania,2041,162,102574,1818,100371,160569,1639868.0,v6,2295.0,54.0
2020-12-03,Emilia-Romagna,2668,245,70237,5959,67324,127870,2174960.0,v6,1760.0,85.0
2020-12-03,Toscana,1467,272,35430,2756,33691,105804,1606027.0,v6,929.0,38.0
2020-12-03,Veneto,2501,307,70603,3982,67795,154490,2841581.0,v6,3581.0,95.0
2020-12-03,Lazio,3233,364,92879,2514,89282,125009,2288573.0,v6,1769.0,38.0
2020-12-03,Basilicata,161,20,6405,158,6224,8586,156657.0,v6,131.0,5.0
2020-12-03,PA Trento,404,45,2532,674,2083,16406,385118.0,v6,239.0,9.0
2020-12-03,Sardegna,593,66,14220,462,13561,22878,384979.0,v6,538.0,9.0
2020-12-03,Valle d'Aosta,113,11,1118,324,994,6619,61669.0,v6,42.0,2.0
2020-12-03,Umbria,344,54,6762,440,6364,24516,428429.0,v6,286.0,15.0
2020-12-03,Marche,526,88,18949,1298,18335,31040,420304.0,v6,476.0,9.0
2020-12-03,PA Bolzano,428,35,11215,558,10752,24562,317314.0,v6,374.0,16.0
2020-12-03,Lombardia,7025,836,118331,22626,110470,419015,4179837.0,v6,3751.0,347.0
2020-12-03,Calabria,399,32,10591,322,10160,17542,372492.0,v6,280.0,12.0
2020-12-03,Abruzzo,698,76,17828,940,17054,29196,424370.0,v6,395.0,13.0
2020-12-04,Lazio,3178,360,93837,2576,90299,126840,2311519.0,v6,1831.0,62.0
2020-12-04,Piemonte,4351,357,68476,6506,63768,175063,1640659.0,v6,2132.0,54.0
2020-12-04,Toscana,1418,263,33279,2798,31598,106875,1620101.0,v6,1071.0,42.0
2020-12-04,Sicilia,1431,216,39350,1689,37703,69227,1002839.0,v6,1365.0,39.0
2020-12-04,Liguria,912,99,11027,2474,10016,53161,619028.0,v6,367.0,25.0
2020-12-04,Molise,64,10,2605,129,2531,5098,95903.0,v6,177.0,2.0
2020-12-04,PA Trento,415,47,2506,680,2044,16661,389049.0,v6,255.0,6.0
2020-12-04,Campania,1999,166,101856,1903,99691,162220,1658601.0,v6,1651.0,85.0
2020-12-04,Emilia-Romagna,2717,248,70056,6022,67091,130009,2192637.0,v6,2139.0,63.0
2020-12-04,Puglia,1596,227,42544,1660,40721,60668,822261.0,v6,1419.0,72.0
2020-12-04,Veneto,2477,309,72929,4065,70143,158198,2854574.0,v6,3708.0,83.0
2020-12-04,Valle d'Aosta,109,11,1080,326,960,6646,55280.0,v6,27.0,2.0
2020-12-04,PA Bolzano,418,32,11186,569,10736,24847,319323.0,v6,285.0,11.0
2020-12-04,Abruzzo,700,73,17792,955,17019,29604,428610.0,v6,408.0,15.0
2020-12-04,Umbria,327,57,6423,444,6039,24684,431783.0,v6,168.0,4.0
2020-12-04,Marche,518,87,19361,1305,18756,31532,425121.0,v6,492.0,7.0
2020-12-04,Sardegna,591,70,14501,511,13840,23429,389753.0,v6,551.0,49.0
2020-12-04,Lombardia,6792,822,116702,22773,109088,423548,4222113.0,v6,4533.0,147.0
2020-12-04,Friuli Venezia Giulia,632,59,15173,977,14482,34010,754205.0,v6,1040.0,36.0
2020-12-04,Calabria,390,34,10575,329,10151,17891,375413.0,v6,349.0,7.0
2020-12-04,Basilicata,165,20,6444,161,6259,8728,158358.0,v6,142.0,3.0
2020-12-05,Sardegna,607,67,14857,524,14183,23893,393050.0,v6,464.0,13.0
2020-12-05,Veneto,2489,312,74958,4173,72157,161805,2870960.0,v6,3607.0,108.0
2020-12-05,Friuli Venezia Giulia,640,58,15064,1008,14366,34765,762058.0,v6,755.0,31.0
2020-12-05,Lazio,3075,349,93479,2608,90055,128623,2332438.0,v6,1783.0,32.0
2020-12-05,Piemonte,4276,366,66763,6568,62121,176519,1655759.0,v6,1456.0,62.0
2020-12-05,Calabria,379,29,10662,339,10254,18197,378383.0,v6,306.0,10.0
2020-12-05,Molise,61,9,2685,133,2615,5250,97120.0,v6,152.0,4.0
2020-12-05,Puglia,1576,220,44160,1688,42364,62552,832380.0,v6,1884.0,28.0
2020-12-05,Toscana,1373,261,30544,2839,28910,107644,1633330.0,v6,769.0,41.0
2020-12-05,Liguria,897,93,10518,2501,9528,53475,622736.0,v6,314.0,27.0
2020-12-05,Sicilia,1400,215,39540,1723,37925,70467,1013714.0,v6,1240.0,34.0
2020-12-05,PA Trento,404,48,2519,689,2067,16887,392649.0,v6,226.0,9.0
2020-12-05,Lombardia,6554,805,115756,22884,108397,426696,4253306.0,v6,3148.0,111.0
2020-12-05,Campania,1558,165,101361,1958,99638,163741,1677237.0,v6,1521.0,55.0
2020-12-05,Abruzzo,675,73,17247,969,16499,29980,433771.0,v6,376.0,14.0
2020-12-05,Valle d'Aosta,107,9,1056,330,940,6692,55696.0,v6,46.0,4.0
2020-12-05,Emilia-Romagna,2707,243,69629,6074,66679,131973,2211300.0,v6,1964.0,52.0
2020-12-05,Basilicata,134,19,6412,169,6259,8859,159770.0,v6,131.0,8.0
2020-12-05,PA Bolzano,410,31,11112,572,10671,25113,321387.0,v6,266.0,3.0
2020-12-05,Marche,506,84,19698,1314,19108,31950,429447.0,v6,418.0,9.0
2020-12-05,Umbria,330,61,6149,451,5758,24910,435623.0,v6,226.0,7.0
2020-12-06,Puglia,1613,203,45834,1712,44018,64341,839673.0,v6,1789.0,24.0
2020-12-06,Piemonte,4239,359,66038,6623,61440,177788,1665145.0,v6,1269.0,55.0
2020-12-06,Campania,1916,155,101243,1990,99172,165293,1696550.0,v6,1552.0,32.0
2020-12-06,Molise,56,10,2713,135,2647,5286,97854.0,v6,36.0,2.0
2020-12-06,Liguria,868,92,10416,2521,9456,53779,625828.0,v6,304.0,20.0
2020-12-06,Lazio,3136,340,94211,2622,90735,130255,2351951.0,v6,1632.0,14.0
2020-12-06,Toscana,1360,252,29199,2867,27587,108397,1645472.0,v6,753.0,28.0
2020-12-06,Friuli Venezia Giulia,652,59,15031,1035,14320,35467,768285.0,v6,702.0,27.0
2020-12-06,Veneto,2508,308,76804,4210,73988,165249,2885378.0,v6,3444.0,37.0
2020-12-06,Sicilia,1367,213,39746,1759,38166,71489,1021846.0,v6,1022.0,36.0
2020-12-06,Emilia-Romagna,2736,241,68167,6162,65190,133761,2222471.0,v6,1788.0,88.0
2020-12-06,PA Bolzano,410,32,10921,578,10479,25361,323433.0,v6,248.0,6.0
2020-12-06,Valle d'Aosta,102,8,987,333,877,6726,55973.0,v6,34.0,3.0
2020-12-06,PA Trento,414,48,2417,691,1955,17103,395970.0,v6,216.0,2.0
2020-12-06,Calabria,390,32,10661,343,10239,18537,381305.0,v6,340.0,4.0
2020-12-06,Umbria,332,60,6065,460,5673,25144,438511.0,v6,234.0,9.0
2020-12-06,Basilicata,119,18,6368,175,6231,8940,161355.0,v6,81.0,6.0
2020-12-06,Abruzzo,667,71,17088,980,16350,30274,438472.0,v6,294.0,11.0
2020-12-06,Sardegna,616,64,14960,531,14280,24186,397621.0,v6,293.0,7.0
2020-12-06,Marche,518,82,20058,1327,19458,32393,433239.0,v6,443.0,13.0
2020-12-06,Lombardia,6372,807,116379,23024,109200,429109,4279332.0,v6,2413.0,140.0
2020-12-07,Sicilia,1387,205,40246,1793,38654,72407,1030232.0,v6,918.0,34.0
2020-12-07,Molise,52,9,2759,141,2698,5338,98821.0,v6,52.0,6.0
2020-12-07,Friuli Venezia Giulia,665,58,14869,1059,14146,35826,772266.0,v6,359.0,24.0
2020-12-07,Marche,518,82,14048,1337,13448,32538,434639.0,v6,145.0,10.0
2020-12-07,Veneto,2529,317,78301,4261,75455,167799,2894641.0,v6,2550.0,51.0
2020-12-07,Puglia,1608,197,46578,1736,44773,65342,843494.0,v6,1001.0,24.0
2020-12-07,Emilia-Romagna,2805,239,69481,6219,66437,135651,2232336.0,v6,1890.0,57.0
2020-12-07,Piemonte,4243,345,65749,6687,61161,178699,1675897.0,v6,911.0,64.0
2020-12-07,Abruzzo,678,73,16641,989,15890,30398,440108.0,v6,124.0,9.0
2020-12-07,Umbria,338,56,5990,468,5596,25209,438888.0,v6,65.0,8.0
2020-12-07,Liguria,867,92,10010,2544,9051,53907,627252.0,v6,128.0,23.0
2020-12-07,Calabria,382,27,10341,353,9932,18712,382781.0,v6,175.0,10.0
2020-12-07,Basilicata,124,16,6393,180,6253,9046,162068.0,v6,106.0,5.0
2020-12-07,Lombardia,6362,781,116000,23080,108857,430671,4296089.0,v6,1562.0,56.0
2020-12-07,Valle d'Aosta,105,10,944,335,829,6748,56194.0,v6,22.0,2.0
2020-12-07,Lazio,3209,340,93514,2668,89965,131627,2367867.0,v6,1372.0,46.0
2020-12-07,PA Bolzano,405,33,10917,583,10479,25476,324152.0,v6,115.0,5.0
2020-12-07,Toscana,1365,253,28084,2898,26466,108990,1653284.0,v6,593.0,31.0
2020-12-07,Campania,1840,137,100295,2029,98318,166353,1708880.0,v6,1060.0,39.0
2020-12-07,PA Trento,423,48,2517,707,2046,17268,396732.0,v6,165.0,16.0
2020-12-07,Sardegna,619,64,15142,539,14459,24552,400260.0,v6,366.0,8.0
2020-12-08,Molise,50,8,2526,144,2468,5381,99517.0,v6,43.0,3.0
2020-12-08,Liguria,841,91,9745,2563,8813,54173,631209.0,v6,266.0,19.0
2020-12-08,Puglia,1605,197,47312,1759,45510,66257,853140.0,v6,915.0,23.0
2020-12-08,Campania,1898,140,98765,2064,96727,167433,1721240.0,v6,1080.0,35.0
2020-12-08,Lazio,3091,341,94009,2701,90577,133128,2384802.0,v6,1501.0,33.0
2020-12-08,Toscana,1335,253,26024,2933,24436,109418,1661394.0,v6,428.0,35.0
2020-12-08,Sicilia,1374,199,39555,1829,37982,73555,1040198.0,v6,1148.0,36.0
2020-12-08,Friuli Venezia Giulia,658,64,14877,1089,14155,36484,778693.0,v6,658.0,30.0
2020-12-08,Emilia-Romagna,2781,234,66522,6268,63507,137270,2248912.0,v6,1619.0,49.0
2020-12-08,Piemonte,4124,330,64513,6746,60059,179651,1687411.0,v6,952.0,59.0
2020-12-08,Veneto,2529,319,79748,4374,76900,170944,2910230.0,v6,3145.0,113.0
2020-12-08,PA Trento,426,48,2457,719,1983,17417,398913.0,v6,149.0,12.0
2020-12-08,PA Bolzano,483,30,10883,594,10370,25555,325198.0,v6,79.0,11.0
2020-12-08,Umbria,318,57,5746,477,5371,25344,442893.0,v6,135.0,9.0
2020-12-08,Sardegna,616,62,15160,543,14482,24778,403381.0,v6,226.0,4.0
2020-12-08,Calabria,376,25,10366,360,9965,18867,384990.0,v6,155.0,7.0
2020-12-08,Marche,514,87,13821,1355,13220,32831,438149.0,v6,293.0,18.0
2020-12-08,Basilicata,121,15,6348,181,6212,9105,162939.0,v6,59.0,1.0
2020-12-08,Lombardia,6187,767,111829,23208,104875,432327,4312365.0,v6,1656.0,128.0
2020-12-08,Valle d'Aosta,96,9,870,339,765,6766,56474.0,v6,18.0,4.0
2020-12-08,Abruzzo,658,69,16449,994,15722,30710,444065.0,v6,312.0,5.0
2020-12-09,Emilia-Romagna,2857,233,65843,6314,62753,138348,2259395.0,v6,1078.0,46.0
2020-12-09,Marche,518,85,13517,1364,12914,33060,440236.0,v6,229.0,9.0
2020-12-09,Lazio,3109,342,93818,2734,90367,134425,2398526.0,v6,1297.0,33.0
2020-12-09,Sicilia,1374,198,38647,1863,37075,74308,1047211.0,v6,753.0,34.0
2020-12-09,Molise,49,8,2537,145,2480,5395,99988.0,v6,14.0,1.0
2020-12-09,Liguria,841,88,9247,2591,8318,54364,633457.0,v6,191.0,28.0
2020-12-09,Piemonte,4102,318,63483,6813,59063,180557,1697990.0,v6,906.0,67.0
2020-12-09,Veneto,2551,319,81018,4403,78148,173371,2921028.0,v6,2427.0,29.0
2020-12-09,Puglia,1639,199,48070,1779,46232,67174,855898.0,v6,917.0,20.0
2020-12-09,Friuli Venezia Giulia,663,63,14955,1122,14229,37117,783883.0,v6,633.0,33.0
2020-12-09,Lombardia,5727,766,89903,23277,83410,433560,4326540.0,v6,1233.0,69.0
2020-12-09,PA Bolzano,397,30,10884,604,10457,25787,326809.0,v6,232.0,10.0
2020-12-09,Umbria,323,56,5656,486,5277,25433,443349.0,v6,89.0,9.0
2020-12-09,Sardegna,621,61,15015,549,14333,25031,405424.0,v6,253.0,6.0
2020-12-09,Campania,1852,138,97213,2108,95223,168794,1737112.0,v6,1361.0,44.0
2020-12-09,Valle d'Aosta,90,13,856,343,753,6783,56847.0,v6,17.0,4.0
2020-12-09,Calabria,374,25,10127,366,9728,19006,387883.0,v6,139.0,6.0
2020-12-09,Basilicata,123,13,6284,183,6148,9140,163306.0,v6,35.0,2.0
2020-12-09,Abruzzo,666,64,16321,1003,15591,30974,446996.0,v6,264.0,9.0
2020-12-09,Toscana,1347,253,24605,2957,23005,109923,1671272.0,v6,505.0,24.0
2020-12-09,PA Trento,430,48,2516,735,2038,17599,401438.0,v6,182.0,16.0
2020-12-10,Friuli Venezia Giulia,652,62,14195,1164,13481,37789,792239.0,v6,672.0,42.0
2020-12-10,Lazio,3036,339,90767,2802,87392,135913,2414442.0,v6,1488.0,68.0
2020-12-10,Emilia-Romagna,2845,229,64717,6386,61643,139800,2276951.0,v6,1452.0,72.0
2020-12-10,Molise,53,7,2555,147,2495,5417,100381.0,v6,22.0,2.0
2020-12-10,Veneto,2606,330,83137,4551,80201,177568,2941145.0,v6,4197.0,148.0
2020-12-10,Puglia,1600,200,48802,1834,47002,68506,867066.0,v6,1332.0,55.0
2020-12-10,Liguria,822,85,8958,2602,8051,54684,637449.0,v6,320.0,11.0
2020-12-10,Sicilia,1342,197,36969,1895,35430,75367,1056737.0,v6,1059.0,32.0
2020-12-10,Campania,1789,140,96165,2165,94236,169992,1751218.0,v6,1198.0,57.0
2020-12-10,Piemonte,4069,310,61107,6897,56728,181531,1712408.0,v6,974.0,84.0
2020-12-10,Toscana,1323,247,22332,3032,20762,110440,1680849.0,v6,517.0,75.0
2020-12-10,Lombardia,5613,748,87243,23449,80882,435653,4350769.0,v6,2093.0,172.0
2020-12-10,PA Bolzano,239,31,10721,612,10451,26031,328783.0,v6,244.0,8.0
2020-12-10,Calabria,370,24,9776,373,9382,19175,390615.0,v6,169.0,7.0
2020-12-10,Abruzzo,657,65,15991,1013,15269,31201,449788.0,v6,227.0,10.0
2020-12-10,Umbria,310,55,5379,498,5014,25615,447196.0,v6,182.0,12.0
2020-12-10,Marche,501,86,13219,1373,12632,33383,443307.0,v6,323.0,9.0
2020-12-10,Valle d'Aosta,98,10,783,344,675,6801,57189.0,v6,18.0,1.0
2020-12-10,PA Trento,431,48,2446,744,1967,17816,404137.0,v6,217.0,9.0
2020-12-10,Basilicata,122,15,6271,189,6134,9186,163918.0,v6,46.0,6.0
2020-12-10,Sardegna,610,63,14994,556,14321,25279,409587.0,v6,248.0,7.0
2020-12-11,Campania,1828,144,94480,2228,92508,171332,1769241.0,v6,1340.0,63.0
2020-12-11,Toscana,1268,241,20824,3082,19315,111097,1693046.0,v6,657.0,50.0
2020-12-11,Lazio,3026,339,88193,2870,84828,137143,2429359.0,v6,1230.0,68.0
2020-12-11,Emilia-Romagna,2812,231,64055,6447,61012,141010,2294410.0,v6,1210.0,61.0
2020-12-11,Liguria,803,84,8765,2627,7878,55024,642156.0,v6,340.0,25.0
2020-12-11,Molise,50,8,2618,152,2560,5490,101503.0,v6,73.0,5.0
2020-12-11,Veneto,2566,349,85093,4659,82178,181451,2957445.0,v6,3883.0,108.0
2020-12-11,Piemonte,4005,300,59991,6993,55686,183084,1730912.0,v6,1553.0,96.0
2020-12-11,Sicilia,1280,197,36410,1923,34933,76366,1066271.0,v6,999.0,28.0
2020-12-11,Puglia,1595,187,49991,1868,48209,70319,878289.0,v6,1813.0,34.0
2020-12-11,Friuli Venezia Giulia,644,63,14235,1187,13528,38632,800671.0,v6,843.0,23.0
2020-12-11,Valle d'Aosta,88,9,716,347,619,6812,57448.0,v6,11.0,3.0
2020-12-11,Marche,490,86,13113,1379,12537,33866,448004.0,v6,483.0,6.0
2020-12-11,Calabria,365,21,9416,379,9030,19333,393096.0,v6,158.0,6.0
2020-12-11,PA Bolzano,242,27,10651,629,10382,26283,330925.0,v6,252.0,17.0
2020-12-11,Umbria,314,54,5089,507,4721,25834,450723.0,v6,219.0,9.0
2020-12-11,PA Trento,411,47,2439,754,1981,17976,406811.0,v6,160.0,10.0
2020-12-11,Abruzzo,647,66,15499,1017,14786,31463,453936.0,v6,262.0,4.0
2020-12-11,Basilicata,116,15,6231,195,6100,9290,164832.0,v6,104.0,6.0
2020-12-11,Lombardia,5417,733,87449,23581,81299,438591,4383640.0,v6,2938.0,132.0
2020-12-11,Sardegna,595,64,15065,563,14406,25477,413872.0,v6,198.0,7.0
2020-12-12,Puglia,1587,194,51236,1911,49455,71797,888498.0,v6,1478.0,43.0
2020-12-12,Valle d'Aosta,76,8,663,351,579,6837,57784.0,v6,25.0,4.0
2020-12-12,Veneto,2609,345,88132,4769,85178,186549,2981631.0,v6,5098.0,110.0
2020-12-12,Piemonte,3857,304,57861,7052,53700,184527,1749139.0,v6,1443.0,59.0
2020-12-12,Campania,1794,137,94089,2275,92158,172746,1788904.0,v6,1414.0,47.0
2020-12-12,Molise,56,8,2544,160,2480,5562,102658.0,v6,72.0,8.0
2020-12-12,Lazio,2969,337,87318,2911,84012,138337,2445445.0,v6,1194.0,41.0
2020-12-12,Toscana,1221,228,19092,3117,17643,111671,1705743.0,v6,574.0,35.0
2020-12-12,Sicilia,1243,196,35761,1946,34322,77382,1075330.0,v6,1016.0,23.0
2020-12-12,Emilia-Romagna,2813,222,63972,6529,60937,142816,2312385.0,v6,1806.0,82.0
2020-12-12,Friuli Venezia Giulia,654,59,14355,1215,13642,39516,809115.0,v6,884.0,28.0
2020-12-12,PA Bolzano,242,27,10622,634,10353,26533,333319.0,v6,250.0,5.0
2020-12-12,Lombardia,5289,717,85066,23666,79060,441327,4412793.0,v6,2736.0,85.0
2020-12-12,Basilicata,114,14,6262,196,6134,9375,165936.0,v6,85.0,1.0
2020-12-12,Liguria,782,77,8469,2649,7610,55287,646433.0,v6,263.0,22.0
2020-12-12,Calabria,352,22,9349,384,8975,19568,395770.0,v6,235.0,5.0
2020-12-12,Sardegna,586,61,14990,570,14343,25645,417034.0,v6,168.0,7.0
2020-12-12,Umbria,301,49,4884,517,4534,26045,453903.0,v6,211.0,10.0
2020-12-12,PA Trento,403,44,2436,765,1989,18198,410271.0,v6,222.0,11.0
2020-12-12,Marche,487,86,12603,1390,12030,34317,452143.0,v6,451.0,11.0
2020-12-12,Abruzzo,631,64,15144,1029,14449,31740,458795.0,v6,277.0,12.0
2020-12-13,Toscana,1180,219,18114,3151,16715,112344,1718159.0,v6,673.0,34.0
2020-12-13,Liguria,768,75,8395,2657,7552,55618,649185.0,v6,331.0,8.0
2020-12-13,Puglia,1547,191,52146,1934,50408,72972,895620.0,v6,1175.0,23.0
2020-12-13,Veneto,2606,340,90699,4801,87753,190641,2997581.0,v6,4092.0,32.0
2020-12-13,PA Bolzano,221,26,10599,638,10352,26784,335303.0,v6,251.0,4.0
2020-12-13,Emilia-Romagna,2819,220,64762,6572,61723,144755,2323522.0,v6,1939.0,43.0
2020-12-13,Lazio,2937,341,86609,2938,83331,139676,2460260.0,v6,1339.0,27.0
2020-12-13,Sicilia,1226,198,35719,1967,34295,78190,1082424.0,v6,808.0,21.0
2020-12-13,Molise,56,7,2658,162,2595,5681,103945.0,v6,119.0,2.0
2020-12-13,Friuli Venezia Giulia,655,60,14173,1233,13458,40089,815900.0,v6,573.0,18.0
2020-12-13,Piemonte,3835,291,55974,7088,51848,185538,1757469.0,v6,1011.0,36.0
2020-12-13,Valle d'Aosta,74,8,622,353,540,6871,58056.0,v6,34.0,2.0
2020-12-13,Lombardia,5159,714,86349,23810,80476,443662,4438316.0,v6,2335.0,144.0
2020-12-13,Basilicata,115,15,6220,202,6090,9425,166772.0,v6,50.0,6.0
2020-12-13,PA Trento,413,48,2515,767,2054,18355,412294.0,v6,157.0,2.0
2020-12-13,Calabria,339,23,9382,392,9020,19796,397949.0,v6,228.0,8.0
2020-12-13,Umbria,294,45,4808,526,4469,26190,456106.0,v6,145.0,9.0
2020-12-13,Sardegna,589,59,15424,577,14776,26278,420640.0,v6,633.0,7.0
2020-12-13,Abruzzo,622,63,15309,1038,14624,32084,463653.0,v6,344.0,9.0
2020-12-13,Campania,1804,134,93260,2310,91322,173965,1806223.0,v6,1219.0,35.0
2020-12-13,Marche,476,81,12294,1404,11737,34798,456349.0,v6,481.0,14.0
2020-12-14,Veneto,2646,345,92528,4827,89537,193470,3006809.0,v6,2829.0,26.0
2020-12-14,Marche,469,83,12802,1414,12250,34972,457424.0,v6,174.0,10.0
2020-12-14,Liguria,780,73,8280,2674,7427,55841,651718.0,v6,223.0,17.0
2020-12-14,Emilia-Romagna,2831,222,64986,6645,61933,146325,2334039.0,v6,1570.0,73.0
2020-12-14,Sicilia,1237,189,35841,1999,34415,79104,1089515.0,v6,914.0,32.0
2020-12-14,Toscana,1193,210,17479,3193,16076,112789,1725291.0,v6,445.0,42.0
2020-12-14,Lazio,2938,347,85849,2976,82564,140991,2473825.0,v6,1315.0,38.0
2020-12-14,Molise,61,8,2696,163,2627,5721,104315.0,v6,40.0,1.0
2020-12-14,Campania,1796,130,92670,2340,90744,175053,1821695.0,v6,1088.0,30.0
2020-12-14,Piemonte,3856,278,53336,7136,49202,186066,1766116.0,v6,528.0,48.0
2020-12-14,Basilicata,114,12,6147,207,6021,9491,167483.0,v6,66.0,5.0
2020-12-14,Puglia,1551,184,52032,1958,50297,73628,900498.0,v6,656.0,24.0
2020-12-14,PA Trento,423,53,2554,781,2078,18469,413133.0,v6,114.0,14.0
2020-12-14,Sardegna,580,57,15361,588,14724,26506,422952.0,v6,228.0,11.0
2020-12-14,PA Bolzano,221,26,10612,649,10365,26852,336002.0,v6,68.0,11.0
2020-12-14,Valle d'Aosta,74,9,588,353,505,6885,58376.0,v6,14.0,0.0
2020-12-14,Lombardia,5053,685,78321,23877,72583,444607,4449633.0,v6,945.0,67.0
2020-12-14,Friuli Venezia Giulia,660,58,14088,1247,13370,40491,819153.0,v6,402.0,14.0
2020-12-14,Umbria,306,41,4735,531,4388,26239,456414.0,v6,49.0,5.0
2020-12-14,Calabria,346,21,9322,396,8955,19962,399500.0,v6,166.0,4.0
2020-12-14,Abruzzo,630,64,14882,1057,14188,32275,465419.0,v6,191.0,19.0
2020-12-15,Sicilia,1225,185,35969,2030,34559,80191,1098601.0,v6,1087.0,31.0
2020-12-15,Lazio,2921,321,84221,3059,80979,142150,2489437.0,v6,1159.0,83.0
2020-12-15,Liguria,768,71,8115,2694,7276,56043,655617.0,v6,202.0,20.0
2020-12-15,Campania,1720,123,90242,2390,88399,175700,1830136.0,v6,647.0,50.0
2020-12-15,Puglia,1530,187,52275,2012,50558,74651,910661.0,v6,1023.0,54.0
2020-12-15,Veneto,2694,346,92690,4992,89650,196790,3023689.0,v6,3320.0,165.0
2020-12-15,Piemonte,3761,266,50970,7213,46943,187172,1784446.0,v6,1106.0,77.0
2020-12-15,Emilia-Romagna,2797,214,64634,6719,61623,147558,2349809.0,v6,1233.0,74.0
2020-12-15,Toscana,1156,214,16264,3238,14894,113121,1733863.0,v6,332.0,45.0
2020-12-15,Valle d'Aosta,74,6,527,356,447,6905,58718.0,v6,20.0,3.0
2020-12-15,Molise,59,8,2658,166,2591,5758,104921.0,v6,37.0,3.0
2020-12-15,PA Trento,412,53,2707,795,2242,18846,414855.0,v6,377.0,14.0
2020-12-15,Marche,467,78,11890,1428,11345,35200,460780.0,v6,228.0,14.0
2020-12-15,PA Bolzano,208,24,10630,657,10398,26940,337081.0,v6,88.0,8.0
2020-12-15,Sardegna,570,58,15384,600,14756,26737,426556.0,v6,231.0,12.0
2020-12-15,Calabria,335,21,9122,399,8766,20137,401854.0,v6,175.0,3.0
2020-12-15,Umbria,288,46,4560,535,4226,26418,460748.0,v6,179.0,4.0
