REPORT DATE,Regione,Ricoverati con sintomi,Terapia intensiva,Totale attualmente positivi,DECEDUTI,Isolamento domiciliare,CASI TOTALI - A,Totale tamponi effettuati,SCHEMA VERSION
2021-01-25,Liguria,622,67,4538,3241,3849,67857,164,v6
2021-01-25,Valle d'Aosta,45,3,307,401,259,7745,8,v6
2021-01-26,Lombardia,3530,392,48968,26789,45046,527298,1230,v6
2021-01-26,Basilicata,83,2,6960,319,6875,12971,58,v6
2021-01-26,PA Trento,216,36,2019,1141,1767,25180,157,v6
2021-01-26,Calabria,283,19,9846,577,9544,31507,232,v6
2021-01-26,Umbria,334,50,5169,751,4785,34410,275,v6
2021-01-26,PA Bolzano,225,30,14006,853,13751,34587,559,v6
2021-01-26,Sardegna,468,44,16798,955,16286,37394,138,v6
2021-01-26,Abruzzo,415,42,10047,1435,9590,41107,152,v6
2021-01-26,Marche,545,73,8748,1894,8130,53394,291,v6
2021-01-26,Molise,51,7,1019,259,961,7953,14,v6
2021-01-26,Friuli Venezia Giulia,668,64,11490,2299,10758,63203,421,v6
2021-01-26,Puglia,1403,180,53715,3062,52132,117241,995,v6
2021-01-26,Sicilia,1435,229,47479,3296,45815,131607,970,v6
2021-01-26,Toscana,682,103,8426,4118,7641,131572,346,v6
2021-01-26,Lazio,2544,283,66132,4765,63305,198833,1039,v6
2021-01-26,Emilia-Romagna,2293,220,49142,9270,46629,212548,993,v6
2021-01-26,Campania,1470,101,63233,3643,61662,214897,976,v6
2021-01-26,Piemonte,2307,163,12734,8642,10264,217720,728,v6
2021-01-26,Veneto,1742,265,41787,8695,39780,306952,746,v6
2021-01-26,Liguria,617,65,4417,3258,3735,68128,271,v6
2021-01-26,Valle d'Aosta,44,4,282,401,234,7747,2,v6
2021-01-27,Lombardia,3573,377,49038,26851,45088,529252,2293,v6
2021-01-27,Basilicata,81,2,6950,319,6867,13045,74,v6
2021-01-27,PA Trento,201,35,2068,1143,1832,25229,242,v6
2021-01-27,Calabria,274,22,9373,578,9077,31770,263,v6
2021-01-27,Umbria,334,50,5129,756,4745,34825,415,v6
2021-01-27,Sardegna,471,43,16548,962,16034,37645,251,v6
2021-01-27,PA Bolzano,217,32,14244,855,13995,34859,548,v6
2021-01-27,Abruzzo,402,40,10076,1441,9634,41450,344,v6
2021-01-27,Marche,554,72,8986,1909,8360,53860,466,v6
2021-01-27,Molise,51,8,1022,261,963,8016,63,v6
2021-01-27,Friuli Venezia Giulia,646,61,11392,2325,10685,63563,584,v6
2021-01-27,Puglia,1410,182,53443,3092,51851,118439,1233,v6
2021-01-27,Toscana,676,103,8405,4130,7626,132067,502,v6
2021-01-27,Sicilia,1421,232,47030,3334,45377,132603,996,v6
2021-01-27,Lazio,2508,283,64903,4827,62112,200076,1338,v6
2021-01-27,Emilia-Romagna,2281,210,48106,9307,45615,213453,923,v6
2021-01-27,Campania,1447,107,62995,3669,61441,215991,1178,v6
2021-01-27,Piemonte,2280,163,12401,8693,9958,218371,821,v6
2021-01-27,Veneto,1700,258,41345,8757,39387,307839,2385,v6
2021-01-27,Liguria,591,68,4245,3278,3586,68396,268,v6
2021-01-27,Valle d'Aosta,43,4,270,402,223,7764,17,v6
2021-01-28,Lombardia,3537,371,49839,26939,45931,531566,2603,v6
2021-01-28,Basilicata,74,2,6927,320,6851,13087,42,v6
2021-01-28,PA Trento,191,34,2163,1143,1938,25302,207,v6
2021-01-28,Calabria,273,21,9078,582,8784,32070,302,v6
2021-01-28,Umbria,338,54,5303,760,4911,35194,369,v6
2021-01-28,Sardegna,465,43,16353,969,15845,37882,237,v6
2021-01-28,PA Bolzano,216,30,14540,859,14294,35130,562,v6
2021-01-28,Abruzzo,399,40,10066,1446,9627,41718,268,v6
2021-01-28,Marche,551,70,9027,1926,8406,54289,429,v6
2021-01-28,Molise,48,9,1036,263,979,8099,83,v6
2021-01-28,Friuli Venezia Giulia,619,59,11360,2346,10682,64052,642,v6
2021-01-28,Puglia,1394,173,52348,3126,50781,119574,1159,v6
2021-01-28,Toscana,672,100,8674,4146,7902,132672,620,v6
2021-01-28,Sicilia,1405,215,46176,3371,44556,133597,994,v6
2021-01-28,Lazio,2458,289,64642,4870,61895,201305,1263,v6
2021-01-28,Emilia-Romagna,2242,209,47539,9363,45088,214705,1265,v6
2021-01-28,Campania,1474,98,63589,3704,62017,217181,1313,v6
2021-01-28,Piemonte,2194,151,12484,8736,10139,219284,1062,v6
2021-01-28,Veneto,1599,249,38964,8809,37116,308742,572,v6
2021-01-28,Liguria,588,67,4246,3300,3591,68768,372,v6
2021-01-28,Valle d'Aosta,41,4,263,403,218,7772,8,v6
2021-01-29,Lombardia,3490,379,49514,27016,45645,533337,1900,v6
2021-01-29,Basilicata,71,4,6136,323,6061,13132,45,v6
2021-01-29,PA Trento,187,34,2371,1144,2150,25377,307,v6
2021-01-29,Calabria,274,20,9029,585,8735,32323,253,v6
2021-01-29,Umbria,349,53,5477,767,5075,35529,335,v6
2021-01-29,Sardegna,453,40,16087,976,15594,38139,257,v6
2021-01-29,PA Bolzano,219,30,14862,862,14613,35447,590,v6
2021-01-29,Abruzzo,389,40,10068,1453,9639,42059,343,v6
2021-01-29,Marche,540,73,9007,1939,8394,54660,371,v6
2021-01-29,Molise,53,8,1071,265,1010,8178,79,v6
2021-01-29,Friuli Venezia Giulia,605,59,11371,2364,10707,64445,557,v6
2021-01-29,Puglia,1401,168,52278,3150,50709,120604,1069,v6
2021-01-29,Toscana,659,100,9002,4172,8243,133264,594,v6
2021-01-29,Sicilia,1373,211,44267,3408,42683,134541,944,v6
2021-01-29,Lazio,2438,289,64237,4918,61510,202391,1160,v6
2021-01-29,Emilia-Romagna,2172,209,47345,9427,44964,216016,1320,v6
2021-01-29,Campania,1425,95,61642,3725,60122,218251,1175,v6
2021-01-29,Piemonte,2163,150,12537,8774,10224,220099,944,v6
2021-01-29,Veneto,1509,240,36965,8862,35216,309583,985,v6
2021-01-29,Liguria,591,64,4305,3325,3650,69106,338,v6
2021-01-29,Valle d'Aosta,36,4,253,403,213,7780,8,v6
2021-01-30,Lombardia,3454,377,50141,27074,46310,535301,1832,v6
2021-01-30,Basilicata,70,2,5752,325,5680,13202,70,v6
2021-01-30,PA Trento,173,35,2465,1146,2257,25416,230,v6
2021-01-30,Calabria,272,18,8895,588,8605,32548,225,v6
2021-01-30,Umbria,346,55,5511,772,5110,35757,228,v6
2021-01-30,Sardegna,450,39,15951,981,15462,38368,229,v6
2021-01-30,PA Bolzano,216,32,15331,869,15083,35711,640,v6
2021-01-30,Abruzzo,389,43,10117,1462,9685,42444,385,v6
2021-01-30,Marche,542,71,9160,1955,8547,55125,465,v6
2021-01-30,Molise,54,8,1115,267,1053,8261,83,v6
2021-01-30,Friuli Venezia Giulia,596,57,11294,2378,10641,64737,415,v6
2021-01-30,Puglia,1389,163,52157,3179,50605,121445,871,v6
2021-01-30,Toscana,648,95,9083,4194,8340,133853,603,v6
2021-01-30,Sicilia,1345,208,42868,3443,41315,135387,846,v6
2021-01-30,Lazio,2407,282,63795,4945,61106,203503,1138,v6
2021-01-30,Emilia-Romagna,2124,203,46359,9454,44032,217323,1314,v6
2021-01-30,Campania,1435,92,61656,3747,60129,219501,1366,v6
2021-01-30,Piemonte,2127,150,12382,8833,10105,220686,727,v6
2021-01-30,Veneto,1438,222,34677,8922,33017,310348,792,v6
2021-01-30,Liguria,588,62,4395,3341,3745,69361,255,v6
2021-01-30,Valle d'Aosta,35,4,248,404,209,7781,1,v6
2021-01-31,Lombardia,3503,362,51077,27098,47212,536665,1438,v6
2021-01-31,Basilicata,66,2,5424,326,5356,13231,29,v6
2021-01-31,PA Trento,178,35,2469,1147,2256,25453,135,v6
2021-01-31,Calabria,276,20,8909,592,8613,32741,193,v6
2021-01-31,Umbria,361,54,5629,781,5214,36051,294,v6
2021-01-31,Sardegna,446,39,15980,982,15495,38535,167,v6
2021-01-31,PA Bolzano,223,32,4618,873,4363,36043,467,v6
2021-01-31,Abruzzo,383,46,10487,1467,10058,42846,402,v6
2021-01-31,Marche,529,72,9258,1966,8657,55487,362,v6
2021-01-31,Molise,58,9,1159,267,1092,8354,93,v6
2021-01-31,Friuli Venezia Giulia,590,60,11333,2394,10683,65047,396,v6
2021-01-31,Puglia,1397,164,52744,3192,51183,122522,1069,v6
2021-01-31,Toscana,648,96,9175,4202,8431,134360,510,v6
2021-01-31,Sicilia,1325,204,42289,3478,40760,136103,716,v6
2021-01-31,Lazio,2388,284,63201,4984,60529,204437,943,v6
2021-01-31,Emilia-Romagna,2112,206,46868,9476,44550,218595,1277,v6
2021-01-31,Campania,1417,99,62422,3757,60906,220799,1401,v6
2021-01-31,Piemonte,2122,146,12312,8847,10044,221177,538,v6
2021-01-31,Veneto,1430,217,33945,8931,32298,310868,499,v6
2021-01-31,Liguria,612,65,4436,3352,3759,69668,307,v6
2021-01-31,Valle d'Aosta,32,3,233,404,198,7797,16,v6
2021-02-01,Lombardia,3489,371,48475,27150,44615,537728,1093,v6
2021-02-01,Basilicata,71,2,4954,326,4881,13244,13,v6
2021-02-01,PA Trento,180,35,2503,1147,2288,25486,53,v6
2021-02-01,Calabria,276,21,8679,596,8382,32936,195,v6
2021-02-01,Umbria,363,58,5643,789,5222,36194,143,v6
2021-02-01,Sardegna,439,39,15556,986,15078,38658,123,v6
2021-02-01,PA Bolzano,233,34,4779,875,4512,36257,316,v6
2021-02-01,Abruzzo,401,47,10436,1470,9988,43007,161,v6
2021-02-01,Marche,535,72,9172,1978,8565,55676,189,v6
2021-02-01,Molise,61,9,1206,268,1136,8408,54,v6
2021-02-01,Friuli Venezia Giulia,593,61,11309,2418,10655,65127,129,v6
2021-02-01,Puglia,1411,171,52084,3228,50502,122911,379,v6
2021-02-01,Toscana,656,101,9282,4217,8525,134730,373,v6
2021-02-01,Sicilia,1336,204,42202,3508,40662,136869,766,v6
2021-02-01,Lazio,2373,288,61490,5022,58829,205148,717,v6
2021-02-01,Emilia-Romagna,2181,207,46607,9510,44219,219646,1051,v6
2021-02-01,Campania,1437,97,62333,3765,60799,221757,994,v6
2021-02-01,Piemonte,2151,153,12264,8858,9960,221638,514,v6
2021-02-01,Veneto,1410,214,33820,8970,32196,311391,510,v6
2021-02-01,Liguria,631,65,4566,3359,3870,69817,149,v6
2021-02-01,Valle d'Aosta,33,3,229,405,193,7800,3,v6
2021-02-02,Lombardia,3544,361,46559,27213,42654,538440,912,v6
2021-02-02,Basilicata,72,2,3861,326,3787,13299,55,v6
2021-02-02,PA Trento,174,34,2396,1150,2188,25538,172,v6
2021-02-02,Calabria,264,24,8614,599,8326,33102,166,v6
2021-02-02,Umbria,369,61,5772,801,5342,36477,283,v6
2021-02-02,Sardegna,430,34,15192,994,14728,38729,71,v6
2021-02-02,PA Bolzano,233,34,5008,880,4741,36389,639,v6
2021-02-02,Abruzzo,414,44,10062,1478,9604,43214,210,v6
2021-02-02,Marche,544,68,8681,1986,8069,56009,333,v6
2021-02-02,Molise,58,8,1178,272,1112,8439,31,v6
2021-02-02,Friuli Venezia Giulia,579,61,11226,2444,10586,65319,258,v6
2021-02-02,Puglia,1432,170,51702,3254,50100,123750,879,v6
2021-02-02,Toscana,669,109,9202,4226,8424,135126,399,v6
2021-02-02,Sicilia,1327,202,41613,3545,40084,137853,984,v6
2021-02-02,Lazio,2336,289,60773,5074,58148,205886,842,v6
2021-02-02,Emilia-Romagna,2176,198,45312,9581,42938,220517,879,v6
2021-02-02,Campania,1480,103,61859,3803,60276,222655,919,v6
2021-02-02,Piemonte,2138,152,12125,8895,9835,222262,765,v6
2021-02-02,Veneto,1423,193,32044,9046,30428,311850,621,v6
2021-02-02,Liguria,630,64,4385,3371,3691,70055,238,v6
2021-02-02,Valle d'Aosta,25,3,201,405,173,7804,4,v6
2021-02-03,Lombardia,3554,359,47345,27259,43432,540016,1738,v6
2021-02-03,Basilicata,70,1,3421,328,3350,13367,68,v6
2021-02-03,PA Trento,158,33,2495,1153,2304,25576,261,v6
2021-02-03,Calabria,253,23,8630,606,8354,33420,318,v6
2021-02-03,Umbria,367,64,5999,810,5568,36935,458,v6
2021-02-03,Sardegna,416,29,14838,1001,14393,38872,143,v6
2021-02-03,PA Bolzano,241,32,5750,885,5477,36703,653,v6
2021-02-03,Abruzzo,427,47,10019,1482,9545,43663,449,v6
2021-02-03,Marche,535,68,8353,1996,7750,56417,408,v6
2021-02-03,Molise,65,6,1182,276,1111,8517,78,v6
2021-02-03,Friuli Venezia Giulia,561,63,11180,2471,10556,65818,692,v6
2021-02-03,Puglia,1429,155,51715,3300,50131,124781,1044,v6
2021-02-03,Toscana,663,109,9345,4247,8573,135658,551,v6
2021-02-03,Sicilia,1317,193,41122,3579,39612,138739,886,v6
2021-02-03,Lazio,2350,279,59769,5123,57140,206978,1164,v6
2021-02-03,Emilia-Romagna,2122,194,44402,9656,42086,221556,1047,v6
2021-02-03,Piemonte,2092,147,12052,8920,9813,222941,819,v6
2021-02-03,Campania,1475,100,62117,3820,60542,224010,1539,v6
2021-02-03,Veneto,1306,176,30360,9103,28878,312557,629,v6
2021-02-03,Liguria,641,64,4439,3398,3734,70288,233,v6
2021-02-03,Valle d'Aosta,29,3,189,406,157,7815,11,v6
2021-02-04,Lombardia,3539,362,46896,27299,42995,541623,1746,v6
2021-02-04,Basilicata,71,1,3436,331,3364,13435,68,v6
2021-02-04,PA Trento,144,32,2442,1158,2266,25641,240,v6
2021-02-04,Calabria,256,25,8543,609,8262,33622,202,v6
2021-02-04,Umbria,372,66,6191,813,5753,37308,373,v6
2021-02-04,Sardegna,398,28,14751,1005,14325,39077,205,v6
2021-02-04,PA Bolzano,249,35,5891,887,5607,37053,747,v6
2021-02-04,Abruzzo,452,47,10243,1488,9744,44189,526,v6
2021-02-04,Marche,529,76,8112,2011,7507,56897,480,v6
2021-02-04,Molise,62,11,1228,282,1155,8597,80,v6
2021-02-04,Friuli Venezia Giulia,550,64,11261,2490,10647,66070,355,v6
2021-02-04,Puglia,1420,158,51430,3331,49852,125774,975,v6
2021-02-04,Toscana,642,112,9690,4269,8936,136398,760,v6
2021-02-04,Sicilia,1286,187,40654,3603,39181,139528,789,v6
2021-02-04,Lazio,2308,273,58026,5165,55445,208109,1174,v6
2021-02-04,Emilia-Romagna,2046,188,43809,9714,41575,222741,1192,v6
2021-02-04,Piemonte,2065,143,12030,8951,9822,223650,807,v6
2021-02-04,Campania,1468,100,62349,3856,60781,225453,1544,v6
2021-02-04,Veneto,1232,176,28704,9165,27296,313237,896,v6
2021-02-04,Liguria,627,64,4403,3408,3712,70777,489,v6
2021-02-04,Valle d'Aosta,27,3,188,406,158,7826,11,v6
2021-02-05,Lombardia,3549,359,48202,27345,44294,543996,2504,v6
2021-02-05,Basilicata,84,2,3341,331,3255,13524,89,v6
2021-02-05,PA Trento,142,32,2515,1158,2341,25690,202,v6
2021-02-05,Calabria,261,26,8347,613,8060,33861,239,v6
2021-02-05,Umbria,377,66,6398,823,5955,37751,443,v6
2021-02-05,Sardegna,403,29,14706,1010,14274,39246,169,v6
2021-02-05,PA Bolzano,255,35,6373,893,6083,37391,687,v6
2021-02-05,Abruzzo,453,48,10226,1498,9725,44464,276,v6
2021-02-05,Marche,532,74,7927,2027,7321,57311,414,v6
2021-02-05,Molise,65,10,1293,284,1218,8698,101,v6
2021-02-05,Friuli Venezia Giulia,536,65,11055,2522,10454,66382,446,v6
2021-02-05,Puglia,1416,168,51026,3360,49442,126987,1215,v6
2021-02-05,Toscana,643,105,10092,4285,9344,137094,703,v6
2021-02-05,Sicilia,1244,182,39554,3634,38128,140144,616,v6
2021-02-05,Lazio,2264,272,56821,5201,54285,209210,1141,v6
2021-02-05,Emilia-Romagna,1990,182,43136,9768,40964,224099,1364,v6
2021-02-05,Piemonte,2021,147,12195,8973,10027,224487,936,v6
2021-02-05,Campania,1490,103,63319,3879,61726,227013,1665,v6
2021-02-05,Veneto,1194,172,27926,9190,26560,313815,668,v6
2021-02-05,Liguria,631,62,4487,3417,3794,71109,332,v6
2021-02-05,Valle d'Aosta,25,3,179,407,151,7834,8,v6
2021-02-06,Lombardia,3540,354,48309,27395,44415,545694,1923,v6
2021-02-06,Basilicata,84,1,3277,337,3192,13609,85,v6
2021-02-06,PA Trento,131,28,2624,1160,2465,25746,278,v6
2021-02-06,Calabria,249,27,8142,617,7866,34058,197,v6
2021-02-06,Umbria,388,70,6582,831,6124,38102,351,v6
2021-02-06,Sardegna,394,31,14648,1016,14223,39370,125,v6
2021-02-06,PA Bolzano,242,34,4992,897,4716,37780,802,v6
2021-02-06,Abruzzo,461,49,10552,1502,10042,44972,509,v6
2021-02-06,Marche,531,75,7625,2033,7019,57747,436,v6
2021-02-06,Molise,66,12,1313,285,1235,8776,78,v6
2021-02-06,Friuli Venezia Giulia,533,63,10872,2547,10276,66691,413,v6
2021-02-06,Puglia,1427,157,51075,3391,49491,127912,926,v6
2021-02-06,Toscana,643,109,10265,4296,9513,137785,708,v6
2021-02-06,Sicilia,1228,177,39266,3657,37861,140980,836,v6
2021-02-06,Lazio,2273,270,56443,5239,53900,210137,1014,v6
2021-02-06,Emilia-Romagna,1956,183,42648,9812,40509,225479,1383,v6
2021-02-06,Piemonte,2007,140,12182,8994,10035,225079,717,v6
2021-02-06,Campania,1499,108,64240,3888,62633,228412,1546,v6
2021-02-06,Veneto,1123,158,27217,9253,25936,314492,831,v6
2021-02-06,Liguria,609,61,4594,3445,3924,71385,276,v6
2021-02-06,Valle d'Aosta,24,3,168,408,141,7842,8,v6
2021-02-07,Lombardia,3467,358,48840,27453,45015,547114,1515,v6
2021-02-07,Basilicata,84,1,3292,340,3207,13686,77,v6
2021-02-07,PA Trento,136,26,2676,1165,2514,25798,175,v6
2021-02-07,Calabria,233,26,7803,624,7544,34185,127,v6
2021-02-07,Umbria,411,73,6784,834,6300,38484,382,v6
2021-02-07,Sardegna,382,34,14685,1019,14269,39520,154,v6
2021-02-07,PA Bolzano,242,35,5289,902,5012,38083,470,v6
2021-02-07,Abruzzo,470,51,10976,1513,10455,45408,436,v6
2021-02-07,Marche,528,74,7626,2042,7024,58141,394,v6
2021-02-07,Molise,69,11,1355,288,1275,8867,91,v6
2021-02-07,Friuli Venezia Giulia,521,63,10787,2561,10203,66912,285,v6
2021-02-07,Puglia,1434,162,51266,3399,49670,128685,765,v6
2021-02-07,Toscana,650,108,10440,4318,9682,138443,668,v6
2021-02-07,Sicilia,1198,178,39009,3682,37633,141554,574,v6
2021-02-07,Lazio,2232,264,53358,5259,50862,211041,920,v6
2021-02-07,Emilia-Romagna,1950,181,43261,9837,41130,226859,1382,v6
2021-02-07,Piemonte,2017,140,12322,9002,10165,225651,624,v6
2021-02-07,Campania,1500,105,65472,3891,63867,229989,1741,v6
2021-02-07,Veneto,1110,153,26970,9281,25707,314988,496,v6
2021-02-07,Liguria,608,61,4651,3454,3982,71749,364,v6
2021-02-07,Valle d'Aosta,24,3,162,409,135,7843,1,v6
2021-02-08,Lombardia,3491,362,46374,27504,42521,547948,895,v6
2021-02-08,Basilicata,82,1,3268,343,3185,13701,15,v6
2021-02-08,PA Trento,141,28,2597,1170,2428,25837,66,v6
2021-02-08,Calabria,234,25,7564,625,7305,34327,142,v6
2021-02-08,Umbria,423,77,6902,840,6402,38674,190,v6
2021-02-08,Sardegna,380,35,14527,1023,14112,39576,56,v6
2021-02-08,PA Bolzano,250,30,5456,907,5176,38260,255,v6
2021-02-08,Abruzzo,487,49,10954,1518,10418,45592,184,v6
2021-02-08,Marche,536,73,7669,2050,7060,58312,171,v6
2021-02-08,Molise,71,11,1404,293,1322,8951,84,v6
2021-02-08,Friuli Venezia Giulia,527,63,10742,2595,10152,67018,132,v6
2021-02-08,Puglia,1450,164,50285,3422,48671,129073,377,v6
2021-02-08,Toscana,691,112,10719,4333,9916,138960,523,v6
2021-02-08,Sicilia,1192,181,38932,3704,37559,142032,478,v6
2021-02-08,Lazio,2248,272,49550,5291,47030,211812,782,v6
2021-02-08,Emilia-Romagna,2002,183,42773,9869,40588,228131,1273,v6
2021-02-08,Piemonte,2036,148,12291,9014,10107,226090,483,v6
2021-02-08,Campania,1542,110,65708,3904,64056,231150,1189,v6
2021-02-08,Veneto,1110,153,26930,9299,25667,315478,442,v6
2021-02-08,Liguria,609,63,4794,3466,4122,71969,220,v6
2021-02-08,Valle d'Aosta,25,3,165,410,137,7856,13,v6
2021-02-09,Lombardia,3553,363,47039,27559,43123,549315,1625,v6
2021-02-09,Basilicata,82,3,3290,344,3205,13807,106,v6
2021-02-09,PA Trento,144,29,2572,1173,2399,25856,164,v6
2021-02-09,Calabria,243,24,7226,630,6959,34515,188,v6
2021-02-09,Umbria,434,79,7173,851,6660,39049,375,v6
2021-02-09,Sardegna,371,37,14386,1031,13978,39657,81,v6
2021-02-09,PA Bolzano,250,30,5656,913,5376,38416,721,v6
2021-02-09,Abruzzo,491,51,10749,1526,10207,45833,241,v6
2021-02-09,Marche,542,74,7605,2058,6989,58582,270,v6
2021-02-09,Molise,69,10,1354,295,1275,8972,21,v6
2021-02-09,Friuli Venezia Giulia,501,66,10546,2605,9979,67202,271,v6
2021-02-09,Puglia,1415,165,48560,3463,46980,129748,681,v6
2021-02-09,Toscana,701,113,10741,4360,9927,139404,453,v6
2021-02-09,Sicilia,1161,176,38521,3728,37184,142776,744,v6
2021-02-09,Lazio,2257,268,47046,5324,44521,212578,847,v6
2021-02-09,Emilia-Romagna,1971,182,42884,9914,40731,229091,977,v6
2021-02-09,Piemonte,2040,148,12071,9049,9883,226555,619,v6
2021-02-09,Campania,1540,112,65333,3928,63681,232263,1274,v6
2021-02-09,Veneto,1112,147,26330,9364,25071,316179,701,v6
2021-02-09,Liguria,616,63,4730,3476,4051,72226,257,v6
2021-02-09,Valle d'Aosta,19,3,155,411,133,7870,14,v6
2021-02-10,Lombardia,3564,371,46611,27598,42676,550928,1849,v6
2021-02-10,Basilicata,82,5,3337,345,3250,13901,94,v6
2021-02-10,PA Trento,142,29,2666,1174,2495,25887,305,v6
2021-02-10,Calabria,235,27,7217,632,6955,34729,214,v6
2021-02-10,Umbria,426,80,7397,863,6891,39464,415,v6
2021-02-10,Sardegna,365,32,14312,1036,13915,39817,161,v6
2021-02-10,Abruzzo,496,52,10807,1533,10259,46147,314,v6
2021-02-10,PA Bolzano,250,34,7708,915,7424,38833,789,v6
2021-02-10,Marche,534,72,7512,2070,6906,59003,421,v6
2021-02-10,Molise,66,9,1463,296,1388,9116,144,v6
2021-02-10,Friuli Venezia Giulia,481,65,10319,2619,9773,67448,361,v6
2021-02-10,Puglia,1488,167,47106,3488,45451,130781,1063,v6
2021-02-10,Toscana,700,115,10923,4376,10108,140052,671,v6
2021-02-10,Sicilia,1108,170,37587,3757,36309,143471,695,v6
2021-02-10,Lazio,2233,260,44834,5375,42341,213550,1027,v6
2021-02-10,Piemonte,2003,153,12049,9067,9893,227118,669,v6
2021-02-10,Emilia-Romagna,1937,183,41713,9951,39593,230011,930,v6
2021-02-10,Campania,1486,103,65751,3954,64162,233769,1635,v6
2021-02-10,Veneto,1062,136,25971,9395,24773,316746,828,v6
2021-02-10,Liguria,607,62,4681,3483,4012,72590,364,v6
2021-02-10,Valle d'Aosta,15,3,147,411,129,7877,7,v6
2021-02-11,Lombardia,3550,368,47010,27652,43092,553231,2434,v6
2021-02-11,Basilicata,77,5,3292,346,3210,14003,102,v6
2021-02-11,PA Trento,152,29,2684,1175,2503,25970,253,v6
2021-02-11,Calabria,223,25,6964,638,6716,34927,198,v6
2021-02-11,Umbria,440,80,7553,872,7033,39827,363,v6
2021-02-11,Sardegna,358,33,14191,1046,13800,39939,125,v6
2021-02-11,Abruzzo,502,53,10874,1538,10319,46686,540,v6
2021-02-11,PA Bolzano,251,36,7949,925,7662,39141,680,v6
2021-02-11,Marche,529,75,7708,2078,7104,59533,530,v6
2021-02-11,Molise,67,6,1501,302,1428,9191,75,v6
2021-02-11,Friuli Venezia Giulia,457,66,10237,2659,9714,67743,409,v6
2021-02-11,Puglia,1485,165,44178,3521,42528,131980,1248,v6
2021-02-11,Toscana,688,120,11361,4383,10553,140909,894,v6
2021-02-11,Sicilia,1071,165,36655,3783,35419,144231,760,v6
2021-02-11,Lazio,2160,257,43144,5406,40727,214780,1271,v6
2021-02-11,Piemonte,1956,150,12190,9089,10084,228164,1189,v6
2021-02-11,Emilia-Romagna,1903,178,40672,10022,38591,231345,1345,v6
2021-02-11,Campania,1425,115,66293,3966,64753,235312,1694,v6
2021-02-11,Veneto,1029,135,25618,9426,24454,317321,708,v6
2021-02-11,Liguria,604,62,4797,3491,4131,72909,319,v6
2021-02-11,Valle d'Aosta,15,3,148,411,130,7886,9,v6
2021-02-12,Lombardia,3583,359,48470,27699,44528,555543,2526,v6
2021-02-12,Basilicata,69,4,3346,350,3273,14093,90,v6
2021-02-12,PA Trento,152,28,2670,1176,2490,26029,219,v6
2021-02-12,Calabria,224,23,6793,640,6546,35042,115,v6
2021-02-12,Sardegna,350,33,14066,1054,13683,40025,87,v6
2021-02-12,Umbria,439,84,7878,884,7355,40321,494,v6
2021-02-12,Abruzzo,507,53,11057,1545,10497,47043,357,v6
2021-02-12,PA Bolzano,247,37,8189,930,7905,39517,640,v6
2021-02-12,Marche,532,75,7959,2085,7352,60048,515,v6
2021-02-12,Molise,64,8,1532,303,1460,9298,107,v6
2021-02-12,Friuli Venezia Giulia,440,64,10185,2671,9681,67929,290,v6
2021-02-12,Puglia,1427,169,41600,3554,40004,132997,1020,v6
2021-02-12,Toscana,685,126,11549,4400,10738,141619,727,v6
2021-02-12,Sicilia,1055,169,35307,3804,34083,144722,491,v6
2021-02-12,Lazio,2140,256,41393,5440,38997,215792,1089,v6
2021-02-12,Piemonte,1924,144,12345,9109,10277,228916,869,v6
2021-02-12,Emilia-Romagna,1886,175,40013,10049,37952,232867,1538,v6
2021-02-12,Campania,1399,106,67332,3981,65827,236810,1637,v6
2021-02-12,Veneto,1002,123,25409,9460,24284,318009,756,v6
2021-02-12,Liguria,597,57,4937,3499,4283,73241,332,v6
2021-02-12,Valle d'Aosta,14,2,144,412,128,7895,9,v6
2021-02-13,Lombardia,3574,365,49151,27760,45212,557522,2277,v6
2021-02-13,Basilicata,64,5,3396,350,3327,14177,84,v6
2021-02-13,PA Trento,156,26,2713,1176,2531,26095,249,v6
2021-02-13,Calabria,217,22,6717,642,6478,35279,237,v6
2021-02-13,Sardegna,333,28,14025,1059,13664,40112,87,v6
2021-02-13,Umbria,448,83,8082,894,7551,40667,346,v6
2021-02-13,Abruzzo,548,51,11433,1558,10834,47549,508,v6
2021-02-13,PA Bolzano,244,37,8411,935,8130,39806,611,v6
2021-02-13,Marche,542,75,8079,2096,7462,60453,405,v6
2021-02-13,Molise,66,8,1543,306,1469,9371,73,v6
2021-02-13,Friuli Venezia Giulia,425,60,10021,2682,9536,68195,357,v6
2021-02-13,Puglia,1384,164,41522,3582,39974,133942,945,v6
2021-02-13,Toscana,685,129,11899,4414,11085,142365,764,v6
2021-02-13,Sicilia,1043,168,34970,3824,33759,145265,543,v6
2021-02-13,Lazio,2121,256,40622,5461,38245,216833,1060,v6
2021-02-13,Piemonte,1889,141,12267,9125,10237,229536,749,v6
2021-02-13,Emilia-Romagna,1889,171,38578,10085,36518,234348,1488,v6
2021-02-13,Campania,1356,104,68084,3999,66624,238410,1751,v6
2021-02-13,Veneto,942,111,24929,9489,23876,318698,689,v6
2021-02-13,Liguria,561,56,4830,3507,4213,73541,300,v6
2021-02-13,Valle d'Aosta,13,2,141,412,126,7904,9,v6
2021-02-14,Lombardia,3562,364,50617,27781,46691,559369,1987,v6
2021-02-14,Basilicata,66,6,3450,352,3378,14251,74,v6
2021-02-14,PA Trento,164,26,2789,1177,2599,26152,167,v6
